hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
Kepler-850,1,1,3.82000,0.01200,1.06
Kepler-851,1,1,3.46000,0.01090,0.89
Kepler-852,1,1,6.99000,0.02200,1.19
Kepler-853,1,1,3.50000,0.01100,1.30
Kepler-854,1,1,42000.00000,132.00000,1.17
Kepler-855,1,1,52.70000,0.16600,1.03
Kepler-856,1,1,63.30000,0.19900,0.96
Kepler-857,1,1,37.20000,0.11700,0.99
Kepler-858,1,1,21.10000,0.06640,0.96
Kepler-859,1,1,9.75000,0.03070,0.81
Kepler-860,1,1,10.60000,0.03320,1.04
Kepler-861,1,1,5.82000,0.01830,0.82
Kepler-862,1,1,5.52000,0.01740,0.88
Kepler-863,1,1,8.75000,0.02750,0.96
Kepler-864,1,1,6.35000,0.02000,1.00
Kepler-865,1,1,6.76000,0.02130,0.93
Kepler-866,1,1,3.29000,0.01040,0.75
Kepler-867,1,1,19.40000,0.06120,0.92
Kepler-868,1,1,4.86000,0.01530,0.93
Kepler-869,1,1,12.70000,0.03990,0.97
Kepler-87,1,2,324.20000,1.02000,1.10
Kepler-87,1,2,6.40000,0.02000,1.10
Kepler-870,1,1,8.15000,0.02560,1.01
Kepler-871,1,1,13.50000,0.04240,1.11
Kepler-872,1,1,4.62000,0.01450,1.05
Kepler-873,1,1,13.50000,0.04260,1.18
Kepler-874,1,1,14.70000,0.04630,1.09
Kepler-875,1,1,8.75000,0.02750,1.06
Kepler-876,1,1,2.63000,0.00829,0.81
Kepler-877,1,1,5.14000,0.01620,0.85
Kepler-878,1,1,4.38000,0.01380,0.81
Kepler-879,1,1,7.13000,0.02240,1.02
KOI-142,1,3,965.14700,3.05046,0.99
Kepler-880,1,1,7.56000,0.02380,1.46
Kepler-881,1,1,3.82000,0.01200,1.06
Kepler-882,1,1,2.04000,0.00642,0.90
Kepler-883,1,1,3.82000,0.01200,1.06
Kepler-884,1,1,2.04000,0.00642,1.00
Kepler-885,1,1,6.80000,0.02140,1.21
Kepler-886,1,1,2.92000,0.00920,1.10
Kepler-887,1,2,4.04000,0.01270,1.19
Kepler-887,1,2,1.51000,0.00474,1.19
Kepler-888,1,1,3.75000,0.01180,0.97
Kepler-889,1,1,1.32000,0.00416,1.14
Kepler-890,1,1,58.60000,0.18400,1.09
Kepler-891,1,1,33.60000,0.10600,1.06
Kepler-892,1,1,8.30000,0.02610,0.75
Kepler-893,1,1,9.43000,0.02970,1.00
Kepler-894,1,1,8.15000,0.02560,0.87
Kepler-895,1,1,2.99000,0.00940,0.65
Kepler-896,1,1,6.94000,0.02180,0.84
Kepler-897,1,1,6.30000,0.01980,1.03
Kepler-898,1,1,2.83000,0.00889,0.65
Kepler-899,1,1,7.65000,0.02410,0.93
Kepler-9,1,3,43.40000,0.13655,1.02
Kepler-9,1,3,29.90000,0.09408,1.02
Kepler-9,1,3,3.33000,0.01050,1.07
KOI-351,1,8,2.30000,0.00724,1.12
Kepler-900,1,1,4.98000,0.01570,0.78
Kepler-901,1,1,2.45000,0.00771,0.59
Kepler-902,1,1,6.99000,0.02200,0.95
Kepler-903,1,2,4.70000,0.01480,0.98
Kepler-903,1,2,6.94000,0.02180,0.98
Kepler-904,1,1,3.78000,0.01190,1.16
Kepler-905,1,1,2.57000,0.00809,0.95
Kepler-906,1,1,5.10000,0.01600,1.06
Kepler-907,1,1,1.87000,0.00588,1.08
Kepler-909,1,1,2.76000,0.00869,1.17
Kepler-91,1,1,257.44230,0.81000,1.31
Kepler-910,1,1,0.47700,0.00150,1.26
Kepler-911,1,1,7.27000,0.02290,1.34
Kepler-912,1,1,8.25000,0.02590,1.07
Kepler-913,1,1,4.90000,0.01540,0.63
Kepler-914,1,1,2.48000,0.00780,1.10
Kepler-915,1,1,2.86000,0.00899,1.21
Kepler-916,1,1,3.75000,0.01180,0.85
Kepler-917,1,1,4.31000,0.01360,0.80
Kepler-918,1,1,3.68000,0.01160,1.11
Kepler-919,1,1,5.69000,0.01790,1.15
Kepler-92,1,3,64.30000,0.20200,1.21
Kepler-92,1,3,6.10000,0.01900,1.21
Kepler-92,1,3,4.93000,0.01550,1.07
Kepler-920,1,2,6.44000,0.02030,0.89
Kepler-920,1,2,13.80000,0.04360,0.89
Kepler-921,1,1,8.60000,0.02710,0.93
Kepler-922,1,1,2.60000,0.00819,0.95
Kepler-923,1,1,2.48000,0.00780,1.11
Kepler-924,1,1,9.64000,0.03030,1.14
Kepler-925,1,1,6.08000,0.01910,0.77
Kepler-926,1,1,5.95000,0.01870,1.01
Kepler-927,1,1,3.61000,0.01130,0.99
Kepler-928,1,1,3.15000,0.00993,0.73
Kepler-929,1,1,1.41000,0.00444,1.01
Kepler-93,1,2,4.54426,0.01430,1.09
Kepler-93,1,2,954.00000,3.00000,0.91
Kepler-930,1,1,5.18000,0.01630,1.25
Kepler-931,1,1,2.33000,0.00733,0.86
Kepler-932,1,1,2.45000,0.00771,0.87
Kepler-933,1,1,6.62000,0.02080,0.87
Kepler-934,1,1,5.02000,0.01580,0.81
Kepler-935,1,1,2.39000,0.00752,0.78
Kepler-936,1,1,2.70000,0.00849,0.92
Kepler-937,1,2,13.40000,0.04200,1.15
Kepler-937,1,2,7.61000,0.02390,1.15
Kepler-938,1,1,5.56000,0.01750,0.92
Kepler-939,1,1,3.71000,0.01170,0.88
Kepler-94,1,2,10.84000,0.03400,0.81
Kepler-94,1,2,3126.00000,9.83600,0.81
Kepler-940,1,1,11.10000,0.03500,0.97
Kepler-941,1,1,9.69000,0.03050,0.89
Kepler-942,1,1,5.18000,0.01630,0.81
Kepler-943,1,1,29.50000,0.09280,0.93
Kepler-944,1,1,7.41000,0.02330,0.86
Kepler-945,1,1,7.41000,0.02330,0.97
Kepler-946,1,1,4.38000,0.01380,0.94
Kepler-947,1,1,5.82000,0.01830,0.90
Kepler-948,1,1,4.08000,0.01280,0.96
Kepler-949,1,1,8.80000,0.02770,0.89
Kepler-95,1,1,13.00000,0.04100,1.08
Kepler-950,1,1,59.60000,0.18800,1.02
Kepler-952,1,1,45.40000,0.14300,1.00
Kepler-953,1,2,16.50000,0.05190,0.95
Kepler-953,1,2,1.81000,0.00570,0.95
Kepler-954,1,1,5.99000,0.01890,0.82
Kepler-955,1,1,9.96000,0.03130,0.89
Kepler-956,1,1,9.27000,0.02920,1.10
Kepler-957,1,1,25.90000,0.08160,0.81
Kepler-958,1,1,4.90000,0.01540,0.91
Kepler-959,1,1,17.60000,0.05550,1.60
Kepler-96,1,1,8.46000,0.02700,1.00
Kepler-960,1,1,5.86000,0.01840,0.77
Kepler-961,1,1,7.04000,0.02210,0.96
Kepler-962,1,1,4.54000,0.01430,0.93
Kepler-963,1,1,7.56000,0.02380,0.91
Kepler-964,1,1,5.14000,0.01620,0.93
Kepler-965,1,1,11.40000,0.03570,1.05
Kepler-966,1,1,16.00000,0.05020,1.02
Kepler-967,1,2,6.12000,0.01930,0.84
Kepler-967,1,2,12.90000,0.04070,0.84
Kepler-968,1,2,4.66000,0.01470,0.76
Kepler-968,1,2,3.50000,0.01100,0.76
Kepler-969,1,2,4.94000,0.01550,0.92
Kepler-969,1,2,0.93700,0.00295,0.92
Kepler-97,1,2,3.51000,0.01100,0.94
Kepler-97,1,2,344.00000,1.08000,0.94
Kepler-971,1,1,5.18000,0.01630,0.88
Kepler-972,1,1,19.50000,0.06140,1.15
Kepler-973,1,1,4.50000,0.01420,0.86
Kepler-974,1,1,3.09000,0.00972,0.52
Kepler-975,1,1,2.79000,0.00879,0.80
Kepler-976,1,1,14.90000,0.04670,0.87
Kepler-977,1,1,7.37000,0.02320,0.87
Kepler-978,1,1,9.22000,0.02900,1.07
Kepler-979,1,1,7.85000,0.02470,0.87
Kepler-98,1,1,3.55000,0.01100,0.99
Kepler-980,1,1,7.61000,0.02390,1.05
Kepler-981,1,1,5.95000,0.01870,0.98
Kepler-982,1,1,5.69000,0.01790,1.16
Kepler-983,1,1,6.17000,0.01940,1.13
Kepler-984,1,1,5.14000,0.01620,0.96
Kepler-985,1,1,9.17000,0.02880,0.91
Kepler-986,1,1,6.17000,0.01940,0.96
Kepler-987,1,1,10.70000,0.03360,0.97
Kepler-988,1,1,4.94000,0.01550,0.55
Kepler-989,1,1,5.52000,0.01740,0.82
Kepler-990,1,2,7.27000,0.02290,1.05
Kepler-990,1,2,2.96000,0.00930,1.05
Kepler-991,1,1,6.99000,0.02200,0.64
Kepler-992,1,1,3.26000,0.01020,0.80
Kepler-993,1,1,9.11000,0.02870,0.57
Kepler-994,1,1,3.19000,0.01000,0.56
Kepler-995,1,1,7.75000,0.02440,0.83
Kepler-996,1,1,4.58000,0.01440,1.09
Kepler-997,1,1,2.42000,0.00761,1.22
Kepler-998,1,1,5.99000,0.01890,1.12
Kepler-999,1,1,6.08000,0.01910,1.29
L 168-9,1,1,4.60000,0.01447,0.62
L 98-59,1,3,1.01000,0.00318,0.31
L 98-59,1,3,2.42000,0.00761,0.31
L 98-59,1,3,2.31000,0.00727,0.31
LHS 1140,1,2,6.98000,0.02196,0.18
LHS 1140,1,2,1.81000,0.00569,0.18
LHS 1478,1,1,2.33000,0.00733,0.24
LHS 1815,1,1,8.70000,0.02737,0.50
LHS 3844,1,1,2.25000,0.00708,0.15
LP 714-47,1,1,30.80000,0.09691,0.59
LP 791-18,1,2,1.46000,0.00459,0.14
LP 791-18,1,2,5.95000,0.01870,0.14
LSPM J2116+0234,1,1,13.30000,0.04185,0.43
LTT 9779,1,1,29.32000,0.09225,0.77
LkCa 15,1,2,,,
LkCa 15,1,2,,,
Lupus-TR-3,1,1,257.43100,0.81000,0.87
MASCARA-1,1,1,1175.97100,3.70000,1.72
MOA-2007-BLG-192L,1,1,3.30000,0.01000,0.06
MOA-2007-BLG-400L,1,1,260.00000,0.83000,0.30
MOA-2008-BLG-310L,1,1,23.40000,0.07360,0.21
MOA-2008-BLG-379L,1,1,1300.00000,4.10000,0.56
MOA-2009-BLG-266L,1,1,10.40000,0.03270,0.56
MOA-2009-BLG-319L,1,1,67.30000,0.21200,0.52
MOA-2009-BLG-387L,1,1,830.00000,2.60000,0.19
MOA-2010-BLG-073L,1,1,3500.00000,11.00000,0.16
MOA-2010-BLG-117L,1,1,170.00000,0.54000,0.58
MOA-2010-BLG-328L,1,1,9.20000,0.02900,0.11
MOA-2010-BLG-353L,1,1,86.00000,0.27000,0.18
MOA-2010-BLG-477L,1,1,480.00000,1.50000,0.67
MOA-2011-BLG-028L,1,1,30.00000,0.09000,0.75
MOA-2011-BLG-262L,1,1,17.00000,0.05300,0.11
MOA-2011-BLG-291L,1,1,18.00000,0.05700,0.15
MOA-2011-BLG-293L,1,1,1500.00000,4.80000,0.86
MOA-2011-BLG-322L,1,1,3690.00000,11.60000,0.39
MOA-2012-BLG-006L,1,1,2700.00000,8.40000,0.49
MOA-2012-BLG-505L,1,1,6.70000,0.02110,0.10
MOA-2013-BLG-220L,1,1,871.00000,2.74000,0.88
MOA-2013-BLG-605L,1,1,3.24000,0.01020,0.02
MOA-2015-BLG-337L,1,1,33.70000,0.10600,0.01
MOA-2016-BLG-227L,1,1,890.00000,2.80000,0.29
MOA-2016-BLG-319L,1,1,200.00000,0.62000,0.15
MOA-bin-1L,1,1,1200.00000,3.70000,0.75
MOA-bin-29,1,1,190.00000,0.60000,0.03
NGC 2682 Sand 364,1,1,2126.28270,6.69000,9.06
NGC 2682 Sand 978,1,1,692.86940,2.18000,1.37
NGC 2682 YBP 1194,1,1,101.70560,0.32000,1.01
NGC 2682 YBP 1514,1,1,127.13200,0.40000,0.96
NGC 2682 YBP 401,1,1,146.20180,0.46000,1.14
NGTS-1,1,1,258.07796,0.81200,0.62
NGTS-10,1,1,687.14846,2.16200,0.70
NGTS-11,1,1,109.33352,0.34400,0.86
NGTS-12,1,1,66.10864,0.20800,1.02
NGTS-13,1,1,1538.29720,4.84000,1.30
NGTS-15,1,1,238.68913,0.75100,0.99
NGTS-16,1,1,211.99155,0.66700,1.00
NGTS-17,1,1,242.82090,0.76400,1.02
NGTS-18,1,1,129.99182,0.40900,1.00
NGTS-2,1,1,235.19420,0.74000,1.64
NGTS-4,1,1,20.60000,0.06481,0.75
NGTS-5,1,1,72.78307,0.22900,0.66
NGTS-6,1,1,425.57437,1.33900,0.77
NGTS-8,1,1,295.58190,0.93000,0.89
NGTS-9,1,1,921.70700,2.90000,1.34
OGLE-2003-BLG-235L,1,1,830.00000,2.60000,0.63
OGLE-2005-BLG-071L,1,1,1200.00000,3.80000,0.46
OGLE-2005-BLG-169L,1,1,14.10000,0.04440,0.69
OGLE-2005-BLG-390L,1,1,5.50000,0.01700,0.22
OGLE-2006-BLG-109L,1,2,231.00000,0.72700,0.51
OGLE-2006-BLG-109L,1,2,86.00000,0.27000,0.51
OGLE-2007-BLG-368L,1,1,20.00000,0.06000,0.64
OGLE-2008-BLG-355L,1,1,1500.00000,4.60000,0.37
OGLE-2011-BLG-0173L,1,1,60.00000,0.19000,0.41
OGLE-2011-BLG-0251L,1,1,170.00000,0.53000,0.26
OGLE-2011-BLG-0265L,1,1,280.00000,0.88000,0.21
OGLE-2012-BLG-0026L,1,2,46.10000,0.14500,1.06
OGLE-2012-BLG-0026L,1,2,270.00000,0.86000,1.06
OGLE-2012-BLG-0358L,1,1,588.00000,1.85000,0.02
OGLE-2012-BLG-0406L,1,1,868.00000,2.73000,0.44
OGLE-2012-BLG-0563L,1,1,120.00000,0.39000,0.34
OGLE-2012-BLG-0724L,1,1,150.00000,0.47000,0.29
OGLE-2012-BLG-0838L,1,1,53.10000,0.16700,0.40
OGLE-2012-BLG-0950L,1,1,35.00000,0.11000,0.57
OGLE-2013-BLG-0102L,1,1,4100.00000,13.00000,0.10
OGLE-2013-BLG-0132L,1,1,92.00000,0.29000,0.54
OGLE-2013-BLG-0911L,1,1,3020.00000,9.51000,0.29
OGLE-2013-BLG-1721L,1,1,200.00000,0.64000,0.46
OGLE-2013-BLG-1761L,1,1,860.00000,2.70000,0.33
OGLE-2014-BLG-0124L,1,1,160.00000,0.51000,0.71
OGLE-2014-BLG-0676L,1,1,982.00000,3.09000,0.62
OGLE-2014-BLG-1722L,1,2,55.30000,0.17400,0.40
OGLE-2014-BLG-1722L,1,2,83.70000,0.26300,0.40
OGLE-2014-BLG-1760L,1,1,180.00000,0.56000,0.51
OGLE-2015-BLG-0051L,1,1,230.00000,0.72000,0.10
OGLE-2015-BLG-0954L,1,1,1100.00000,3.40000,0.30
OGLE-2015-BLG-0966L,1,1,21.00000,0.06600,0.38
OGLE-2015-BLG-1649L,1,1,807.00000,2.54000,0.34
OGLE-2015-BLG-1670L,1,1,17.90000,0.05630,0.55
OGLE-2015-BLG-1771L,1,1,138.00000,0.43300,0.08
OGLE-2016-BLG-0263L,1,1,1300.00000,4.10000,0.13
OGLE-2016-BLG-1067L,1,1,140.00000,0.43000,0.30
OGLE-2016-BLG-1190L,1,1,4253.00000,13.38000,0.88
OGLE-2016-BLG-1195L,1,1,1.43000,0.00450,0.08
OGLE-2016-BLG-1227L,1,1,250.00000,0.79000,0.10
OGLE-2017-BLG-0173L,1,1,3.26900,0.01029,0.40
OGLE-2017-BLG-0373L,1,1,127.00000,0.40100,0.25
OGLE-2017-BLG-0406L,1,1,130.00000,0.41000,0.56
OGLE-2017-BLG-0482L,1,1,9.00000,0.02800,0.20
OGLE-2017-BLG-0604L,1,1,160.00000,0.51000,0.70
OGLE-2017-BLG-1049L,1,1,1760.00000,5.53000,0.55
OGLE-2017-BLG-1140L,1,1,505.00000,1.59000,0.21
OGLE-2017-BLG-1375L,1,1,3585.00000,11.28000,0.81
OGLE-2017-BLG-1434L,1,1,4.50000,0.01400,0.23
OGLE-2017-BLG-1522L,1,1,240.00000,0.75000,0.04
OGLE-2018-BLG-0596L,1,1,13.93000,0.04383,0.23
OGLE-2018-BLG-0677L,1,1,3.96000,0.01250,0.12
OGLE-2018-BLG-0740L,1,1,1500.00000,4.80000,1.00
OGLE-2018-BLG-1011L,1,2,570.00000,1.80000,0.18
OGLE-2018-BLG-1011L,1,2,890.00000,2.80000,0.18
OGLE-2018-BLG-1269L,1,1,210.00000,0.67000,1.11
OGLE-2018-BLG-1428L,1,1,240.00000,0.77000,0.43
OGLE-TR-10,1,1,197.04600,0.62000,1.14
OGLE-TR-111,1,1,174.79900,0.55000,0.82
OGLE-TR-113,1,1,400.44900,1.26000,0.78
OGLE-TR-132,1,1,375.02000,1.18000,1.30
OGLE-TR-182,1,1,320.99500,1.01000,1.14
OGLE-TR-211,1,1,327.35100,1.03000,1.33
OGLE-TR-56,1,1,441.77000,1.39000,1.17
OGLE2-TR-L9,1,1,1430.17500,4.50000,1.52
Oph 11,1,1,4449.62000,14.00000,0.02
PDS 70,1,2,953.49000,3.00000,0.76
PDS 70,1,2,635.66000,2.00000,0.76
PH2,1,1,25426.40000,80.00000,0.94
POTS-1,1,1,734.16000,2.31000,0.69
PSR B0329+54,1,1,1.97000,0.00620,1.44
PSR B1257+12,1,3,0.02000,0.00006,1.40
PSR B1257+12,1,3,4.30000,0.01353,1.40
PSR B1257+12,1,3,3.90000,0.01227,1.40
PSR J1719-1438,1,1,382.80000,1.20000,1.40
PSR J2322-2650,1,1,252.64307,0.79490,1.40
Pr0201,1,1,171.62820,0.54000,1.24
Qatar-1,1,1,411.27202,1.29400,0.84
Qatar-10,1,1,233.92288,0.73600,1.16
Qatar-2,1,1,792.63500,2.49400,0.74
Qatar-3,1,1,1369.84730,4.31000,1.15
Qatar-4,1,1,1938.76300,6.10000,0.90
Qatar-5,1,1,1373.02560,4.32000,1.13
Qatar-7,1,1,597.52040,1.88000,1.41
Qatar-8,1,1,117.91493,0.37100,1.03
Qatar-9,1,1,378.21770,1.19000,0.72
Ross 128,1,1,1.40000,0.00440,0.17
SWEEPS-11,1,1,3082.82000,9.70000,1.10
SWEEPS-4,1,1,1207.70000,3.80000,1.24
TAP 26,1,1,527.59780,1.66000,1.04
TCP J05074264+2447555,1,1,9.20000,0.02900,0.25
TIC 237913194,1,1,617.22586,1.94200,1.03
TOI-1130,1,2,12.90000,0.04070,0.68
TOI-1130,1,2,309.56642,0.97400,0.68
TOI-122,1,1,7.85000,0.02470,0.31
TOI-1235,1,1,6.91000,0.02174,0.64
TOI-125,1,3,9.50000,0.02989,0.86
TOI-125,1,3,6.63000,0.02086,0.86
TOI-125,1,3,13.60000,0.04279,0.86
TOI-1266,1,2,13.50000,0.04248,0.45
TOI-1266,1,2,2.20000,0.00692,0.45
TOI-132,1,1,22.40000,0.07048,0.97
TOI-1478,1,1,270.47333,0.85100,0.95
TOI-150,1,1,797.75330,2.51000,1.35
TOI-157,1,1,375.03940,1.18000,0.95
TOI-1601,1,1,314.65170,0.99000,1.52
TOI-163,1,1,387.75260,1.22000,1.44
TOI-169,1,1,251.40353,0.79100,1.15
TOI-172,1,1,1722.63860,5.42000,1.13
TOI-1728,1,1,26.78000,0.08426,0.65
TOI-178,1,6,1.50000,0.00472,0.65
TOI-178,1,6,4.77000,0.01501,0.65
TOI-178,1,6,3.01000,0.00947,0.65
TOI-178,1,6,3.86000,0.01214,0.65
TOI-178,1,6,7.72000,0.02429,0.65
TOI-178,1,6,3.94000,0.01240,0.65
TOI-1899,1,1,209.76780,0.66000,0.63
TOI-201,1,1,133.48860,0.42000,1.32
TOI-216,1,2,200.00000,0.62927,0.87
TOI-216,1,2,30.00000,0.09439,0.87
TOI-237,1,1,2.67000,0.00839,0.18
TOI-251,1,1,317.83000,1.00000,1.04
TOI-257,1,1,43.86032,0.13800,1.41
TOI-270,1,3,2.09000,0.00657,0.40
TOI-270,1,3,6.44000,0.02030,0.40
TOI-270,1,3,5.18000,0.01630,0.40
TOI-481,1,1,486.27990,1.53000,1.14
TOI-519,1,1,4449.62000,14.00000,0.37
TOI-540,1,1,0.67400,0.00212,0.16
TOI-561,1,5,1.59000,0.00500,0.79
TOI-561,1,5,5.40000,0.01699,0.79
TOI-561,1,5,11.95000,0.03760,0.79
TOI-561,1,5,16.00000,0.05034,0.79
TOI-561,1,5,3.00000,0.00944,0.81
TOI-564,1,1,464.98529,1.46300,1.00
TOI-628,1,1,2011.86390,6.33000,1.31
TOI-640,1,1,279.69040,0.88000,1.54
TOI-677,1,1,392.83788,1.23600,1.18
TOI-700,1,3,1.11000,0.00348,0.41
TOI-700,1,3,7.51000,0.02360,0.41
TOI-700,1,3,1.57000,0.00495,0.41
TOI-763,1,2,9.79000,0.03080,0.92
TOI-763,1,2,9.32000,0.02932,0.92
TOI-776,1,2,4.00000,0.01259,0.54
TOI-776,1,2,5.30000,0.01668,0.54
TOI-813,1,1,36.40000,0.11400,1.32
TOI-824,1,1,18.46700,0.05810,0.71
TOI-837,1,1,381.39600,1.20000,1.12
TOI-849,1,1,39.09000,0.12299,0.93
TOI-892,1,1,301.93850,0.95000,1.28
TOI-905,1,1,211.99261,0.66700,0.97
TOI-954,1,1,55.30242,0.17400,1.20
TRAPPIST-1,1,7,0.85000,0.00267,0.08
TRAPPIST-1,1,7,1.38000,0.00434,0.08
TRAPPIST-1,1,7,0.41000,0.00129,0.08
TRAPPIST-1,1,7,0.62000,0.00195,0.08
TRAPPIST-1,1,7,0.68000,0.00214,0.08
TRAPPIST-1,1,7,1.34000,0.00422,0.08
TRAPPIST-1,1,7,0.33100,0.00104,0.09
TYC 0434-04538-1,1,1,1938.76300,6.10000,1.04
TYC 1422-614-1,1,2,794.50000,2.50000,1.15
TYC 1422-614-1,1,2,3178.00000,10.00000,1.15
TYC 3318-01333-1,1,1,1086.97860,3.42000,1.19
TYC 3667-1280-1,1,1,1716.28200,5.40000,1.87
TYC 4282-00605-1,1,1,3426.20740,10.78000,0.97
TYC 8998-760-1,1,2,4449.62000,14.00000,1.00
TYC 8998-760-1,1,2,1906.98000,6.00000,1.00
Teegarden's Star,1,2,1.05000,0.00330,0.09
Teegarden's Star,1,2,1.11000,0.00349,0.09
TrES-3,1,1,607.03000,1.91000,0.93
TrES-5,1,1,568.91570,1.79000,0.90
UKIRT-2017-BLG-001L,1,1,407.00000,1.28000,0.81
USco CTIO 108,1,1,4449.62000,14.00000,0.06
USco1556 A,1,1,4767.45000,15.00000,0.33
USco1621 A,1,1,5085.28000,16.00000,0.36
V0391 Peg,1,1,1017.05600,3.20000,0.50
V1298 Tau,1,4,74.90000,0.23600,1.10
V1298 Tau,1,4,26.70000,0.08390,1.10
V1298 Tau,1,4,33.60000,0.10600,1.10
V1298 Tau,1,4,57.00000,0.17900,1.10
V830 Tau,1,1,222.48100,0.70000,1.00
WASP-10,1,1,1001.12000,3.15000,0.75
WASP-101,1,1,162.09330,0.51000,1.41
WASP-103,1,1,473.54700,1.49000,1.22
WASP-105,1,1,572.09400,1.80000,0.89
WASP-106,1,1,514.88460,1.62000,0.93
WASP-107,1,2,30.50000,0.09600,0.68
WASP-107,1,2,115.00000,0.36000,0.68
WASP-113,1,1,150.96925,0.47500,1.32
WASP-117,1,1,95.34900,0.30000,1.29
WASP-118,1,1,163.36462,0.51400,1.32
WASP-119,1,1,390.93090,1.23000,1.02
WASP-120,1,1,1541.47550,4.85000,1.39
WASP-121,1,1,375.99289,1.18300,1.35
WASP-124,1,1,190.69800,0.60000,1.07
WASP-126,1,2,90.30000,0.28411,1.12
WASP-126,1,2,64.20000,0.20199,1.12
WASP-13,1,1,114.41880,0.36000,0.72
WASP-130,1,1,390.93090,1.23000,1.04
WASP-131,1,1,85.81410,0.27000,1.06
WASP-132,1,1,130.31030,0.41000,0.80
WASP-133,1,1,368.68280,1.16000,1.16
WASP-135,1,1,603.87700,1.90000,0.98
WASP-136,1,1,479.92330,1.51000,1.41
WASP-138,1,1,387.75260,1.22000,1.22
WASP-141,1,1,854.96270,2.69000,1.25
WASP-142,1,1,266.97720,0.84000,1.33
WASP-144,1,1,139.84520,0.44000,0.81
WASP-147,1,1,87.40325,0.27500,1.04
WASP-148,1,2,92.48853,0.29100,1.00
WASP-148,1,2,127.13200,0.40000,1.00
WASP-15,1,1,171.62820,0.54000,1.18
WASP-150,1,1,2688.84180,8.46000,1.39
WASP-151,1,1,98.52730,0.31000,1.08
WASP-153,1,1,123.95370,0.39000,1.34
WASP-156,1,1,40.68224,0.12800,0.84
WASP-157,1,1,182.43442,0.57400,1.06
WASP-158,1,1,886.74570,2.79000,1.38
WASP-159,1,1,174.80650,0.55000,1.41
WASP-16,1,1,394.10920,1.24000,1.78
WASP-161,1,1,791.39670,2.49000,1.39
WASP-162,1,1,1652.71600,5.20000,0.95
WASP-163,1,1,594.34210,1.87000,0.97
WASP-164,1,1,676.97790,2.13000,0.95
WASP-165,1,1,209.13214,0.65800,1.25
WASP-166,1,1,32.10083,0.10100,1.19
WASP-167,1,1,2542.64000,8.00000,1.59
WASP-169,1,1,178.30263,0.56100,1.34
WASP-17,1,1,247.90740,0.78000,2.28
WASP-170,1,1,508.52800,1.60000,0.93
WASP-171,1,1,344.52772,1.08400,1.17
WASP-172,1,1,149.38010,0.47000,1.49
WASP-174,1,1,413.17900,1.30000,1.30
WASP-175,1,1,314.65170,0.99000,1.21
WASP-176,1,1,271.74465,0.85500,1.34
WASP-177,1,1,161.45764,0.50800,0.88
WASP-178,1,1,527.59780,1.66000,2.07
WASP-181,1,1,95.03117,0.29900,1.04
WASP-182,1,1,47.03884,0.14800,1.08
WASP-183,1,1,159.55066,0.50200,0.78
WASP-184,1,1,181.16310,0.57000,1.23
WASP-185,1,1,311.47340,0.98000,1.12
WASP-186,1,1,1341.24260,4.22000,1.22
WASP-187,1,1,254.26400,0.80000,1.54
WASP-19,1,1,339.76027,1.06900,0.90
WASP-190,1,1,317.83000,1.00000,1.35
WASP-192,1,1,731.00900,2.30000,1.09
WASP-21,1,1,95.34500,0.30000,1.01
WASP-22,1,1,212.94610,0.67000,1.46
WASP-23,1,1,280.95000,0.88400,0.78
WASP-25,1,1,139.84520,0.44000,0.67
WASP-28,1,1,288.26000,0.90700,1.02
WASP-29,1,1,73.10090,0.23000,0.77
WASP-31,1,1,151.91600,0.47800,1.16
WASP-32,1,1,835.89290,2.63000,0.72
WASP-34,1,1,177.98480,0.56000,0.96
WASP-35,1,1,225.65930,0.71000,1.05
WASP-37,1,1,572.07000,1.80000,0.93
WASP-38,1,1,1093.33520,3.44000,1.76
WASP-39,1,1,88.98900,0.28000,0.93
WASP-4,1,1,376.94638,1.18600,0.86
WASP-41,1,2,270.15550,0.85000,0.81
WASP-41,1,2,1010.69940,3.18000,0.93
WASP-42,1,1,167.49641,0.52700,0.95
WASP-43,1,1,565.71400,1.78000,0.58
WASP-44,1,1,276.51210,0.87000,0.94
WASP-46,1,1,607.05530,1.91000,0.83
WASP-47,1,4,363.10000,1.14243,1.04
WASP-47,1,4,500.00000,1.57000,1.04
WASP-47,1,4,13.10000,0.04122,1.04
WASP-47,1,4,6.83000,0.02149,1.04
WASP-48,1,1,254.26400,0.80000,0.88
WASP-5,1,1,502.15000,1.58000,0.96
WASP-50,1,1,466.82870,1.46880,0.89
WASP-52,1,1,146.20000,0.46000,0.87
WASP-53,1,2,677.61356,2.13200,0.84
WASP-53,1,2,5196.52050,16.35000,0.84
WASP-57,1,1,204.68252,0.64400,0.89
WASP-59,1,1,274.27600,0.86300,0.72
WASP-6,1,1,117.59710,0.37000,0.55
WASP-60,1,1,174.80650,0.55000,1.19
WASP-61,1,1,851.78440,2.68000,1.82
WASP-62,1,1,165.27160,0.52000,1.11
WASP-63,1,1,117.59710,0.37000,1.28
WASP-65,1,1,492.62000,1.55000,0.93
WASP-66,1,1,746.90050,2.35000,1.33
WASP-67,1,1,136.66690,0.43000,0.91
WASP-69,1,1,92.17070,0.29000,0.98
WASP-7,1,1,305.11680,0.96000,1.28
WASP-71,1,1,441.78370,1.39000,0.76
