sy_snum,sy_pnum,pl_orbper,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg
1,1,13.86387000,2.560,5.200000,0.079000,575,4950.00,0.71,0.75,-0.210,[Fe/H],4.61
1,1,5.81768500,12.140,1.970000,0.000000,1098,5660.00,1.24,1.04,0.270,[Fe/H],4.27
1,1,11.39101300,10.670,2.990000,0.000000,661,5044.00,0.84,0.89,0.390,[Fe/H],4.54
1,1,20.27261500,12.060,0.820000,0.137000,619,5657.00,0.88,0.95,-0.100,[Fe/H],4.53
1,1,4.65541100,0.690,4.300000,0.060000,,4348.35,0.67,0.69,0.010,[Fe/H],4.64
1,1,50.92092000,2.540,2.340000,0.200000,,4726.29,0.73,0.76,0.129,[M/H],4.53
1,1,7.72728300,2.530,2.350000,0.070000,666,4740.00,0.71,0.76,-0.050,[Fe/H],4.62
1,1,8.28212000,2.330,2.620000,,1003,5800.00,1.01,1.01,0.030,[Fe/H],4.30
1,1,9.56274200,2.010,3.180000,0.140000,,4349.90,0.67,0.69,-0.303,[M/H],
1,1,5.18576100,7.500,0.572000,0.220000,723,4551.00,0.68,0.72,-0.040,[Fe/H],4.63
1,1,30.95152400,2.760,2.100000,0.060000,338,4035.00,0.59,0.62,0.030,[Fe/H],4.69
1,1,6.41365100,2.900,1.970000,0.080000,442,3570.00,0.39,0.39,0.023,[Fe/H],4.86
1,1,21.75026400,2.180,2.860000,0.080000,,3654.47,0.40,0.49,,,4.83
1,1,7.38565500,1.970,3.260000,0.060000,601,4339.00,0.65,0.69,0.020,[Fe/H],4.66
1,1,3.58816300,8.370,0.496000,0.120000,809,4575.00,0.66,0.72,-0.110,[Fe/H],4.65
1,1,5.67581900,1.420,4.990000,0.230000,,4469.51,0.78,0.71,-0.260,[Fe/H],4.70
1,1,8.23949300,1.040,5.470000,0.130000,,3459.09,0.36,0.36,,,4.87
1,1,39.91488000,1.890,3.440000,,511,5698.00,0.78,0.80,-0.540,[Fe/H],4.33
1,1,2.49412000,1.250,5.910000,0.170000,,4356.47,0.74,0.70,-0.240,[Fe/H],4.62
1,1,0.36931000,1.700,7.700000,0.000000,2062,5245.00,0.75,0.84,-0.170,[Fe/H],4.61
1,1,9.17510000,14.572,0.277000,0.290000,1586,4840.00,3.85,1.08,-0.010,[Fe/H],3.30
1,1,0.17971500,0.890,,0.000000,1471,3492.00,0.44,0.46,0.080,[Fe/H],4.82
1,1,28.38061900,9.110,0.910000,0.120000,524,5370.00,0.88,0.96,0.240,[Fe/H],4.54
1,1,8.36802000,4.810,1.020000,0.140000,488,3789.00,0.45,0.47,-0.370,[Fe/H],4.61
1,1,6.56918000,12.250,0.963000,0.120000,957,5705.00,0.99,1.00,0.130,[Fe/H],4.45
1,1,0.96191700,1.380,5.190000,,,3672.00,0.55,0.58,0.190,[Fe/H],4.72
1,1,11.33200000,1.640,4.150000,,,3745.00,0.57,0.59,0.110,[Fe/H],4.71
1,1,11.81040000,2.480,2.420000,,676,5131.00,0.68,0.72,-0.460,[Fe/H],4.57
1,1,10.59357000,2.000,3.200000,,,3499.00,0.44,0.46,0.090,[Fe/H],4.82
1,1,32.64790000,2.290,2.680000,,337,4044.00,0.61,0.63,0.120,[Fe/H],4.67
1,1,7.51574000,2.000,3.200000,,497,3845.00,0.53,0.55,-0.090,[Fe/H],4.73
1,1,0.81314000,1.150,5.780000,,1347,4597.00,0.66,0.66,-0.250,[Fe/H],4.62
1,1,0.36525700,1.055,5.510000,,,5456.00,0.88,0.94,0.130,[Fe/H],4.55
1,1,12.42205000,2.260,2.730000,,684,5425.00,0.83,0.90,-0.070,[Fe/H],4.56
1,1,3.70587100,3.178,1.750000,,,5649.00,0.91,0.98,0.070,[Fe/H],4.61
1,1,9.28318800,6.117,0.747000,,,4972.00,2.57,0.99,-0.030,[Fe/H],3.63
1,1,9.45889000,1.440,4.910000,,631,4842.00,0.69,0.75,-0.170,[Fe/H],4.63
1,1,6.67311700,2.466,2.440000,,,4937.00,0.76,0.83,0.140,[Fe/H],4.71
1,1,17.35506600,3.249,1.700000,,,5791.00,2.20,1.18,-0.230,[Fe/H],3.81
1,1,9.97748100,2.819,2.050000,,,5908.00,1.83,1.02,-0.450,[Fe/H],3.88
1,1,6.38080300,1.273,5.750000,,,5548.00,0.92,0.99,0.260,[Fe/H],4.56
1,1,17.96753000,2.230,2.770000,0.180000,487,4320.00,0.66,0.71,0.150,[Fe/H],4.80
1,1,5.62846600,2.687,2.180000,,,5250.00,1.72,0.89,-0.090,[Fe/H],3.95
1,1,5.86869900,1.608,4.250000,,,5580.00,0.84,0.88,-0.250,[Fe/H],4.52
1,1,19.56230700,2.600,2.270000,,455,4455.00,0.68,0.70,0.113,[Fe/H],4.62
1,1,9.52598800,2.038,3.120000,,,5909.00,1.42,1.09,0.050,[Fe/H],4.11
1,1,5.32943900,1.491,4.690000,,,5428.00,0.86,0.94,0.150,[Fe/H],4.63
1,1,14.15518500,2.116,2.970000,,,6063.00,1.21,1.21,0.410,[Fe/H],4.38
1,1,8.74781800,3.558,1.510000,,,5525.00,0.89,0.95,0.090,[Fe/H],4.55
1,1,5.17219100,2.513,2.380000,,,5015.00,0.77,0.82,0.030,[Fe/H],4.63
1,1,8.86720900,2.310,2.650000,,731,5358.00,0.72,0.72,-0.540,[Fe/H],4.58
1,1,6.89425600,2.840,2.030000,,962,5608.00,1.07,0.99,0.230,[Fe/H],4.38
1,1,4.73683700,2.760,2.100000,,885,5165.00,0.80,0.88,0.090,[Fe/H],4.58
1,1,16.99573100,1.550,4.460000,,580,5220.00,0.78,0.86,-0.070,[Fe/H],4.59
1,1,10.61664600,1.313,5.540000,,,5722.00,0.91,0.98,-0.050,[Fe/H],4.58
1,1,41.47421900,3.172,1.760000,,,5784.00,0.98,1.02,0.060,[Fe/H],4.45
1,1,2.85864600,1.579,4.360000,,,5176.00,0.84,0.90,0.310,[Fe/H],4.57
1,1,4.16281700,1.520,4.570000,,939,5222.00,0.81,0.90,0.150,[Fe/H],4.57
1,1,14.78688900,3.950,1.320000,,739,5817.00,0.98,1.01,0.000,[Fe/H],4.46
1,1,39.72138600,3.642,1.470000,,,5979.00,1.28,1.11,0.100,[Fe/H],4.21
1,1,48.32422200,3.600,1.480000,,,6045.00,1.54,1.16,0.010,[Fe/H],4.08
1,1,8.35788100,2.560,2.320000,,848,5667.00,0.93,1.00,0.080,[Fe/H],4.50
1,1,2.84988300,1.364,5.260000,,,5233.00,0.79,0.86,-0.040,[Fe/H],4.71
1,1,3.40516400,2.302,2.660000,,,5491.00,0.91,0.97,0.270,[Fe/H],4.55
1,1,9.69510100,1.371,5.230000,,,5000.00,0.76,0.79,-0.070,[Fe/H],4.43
1,1,7.05578400,3.046,1.850000,,,5755.00,1.18,1.01,0.070,[Fe/H],4.23
1,1,26.67226300,1.996,3.210000,,,5890.00,1.08,0.95,-0.260,[Fe/H],4.25
1,1,18.29454900,2.795,2.070000,,,5043.00,0.76,0.79,-0.140,[Fe/H],4.46
1,1,12.48749000,2.606,2.270000,,,5522.00,0.93,0.94,0.110,[Fe/H],4.41
1,1,4.19094800,1.679,4.020000,,,5582.00,0.86,0.93,-0.110,[Fe/H],4.62
1,1,2.08061500,0.869,4.920000,,,4720.00,0.71,0.74,-0.060,[Fe/H],4.46
1,1,0.57023300,0.819,4.750000,,,5396.00,0.85,0.91,0.050,[Fe/H],4.55
1,1,0.66955800,1.375,5.200000,,,5221.00,0.82,0.88,0.110,[Fe/H],4.60
1,1,9.79551000,2.520,2.370000,,542,4272.00,0.65,0.67,0.030,[Fe/H],4.64
1,1,8.13087000,1.514,4.590000,,,5794.00,1.20,1.07,0.250,[Fe/H],4.25
1,1,8.59680200,2.430,2.480000,,1006,5854.00,1.27,1.05,0.050,[Fe/H],4.25
1,1,8.26964800,2.124,2.960000,,,5704.00,0.97,1.00,0.110,[Fe/H],4.41
1,1,2.17480000,1.750,8.200000,0.000000,1103,4503.00,0.72,0.70,0.000,[Fe/H],4.57
1,1,14.07452400,3.579,1.500000,,,5967.00,1.33,1.10,0.040,[Fe/H],4.17
1,1,8.67988500,2.569,2.310000,,,5757.00,1.01,1.05,0.250,[Fe/H],4.45
1,1,13.68325600,2.390,2.540000,,758,5660.00,1.02,0.96,0.040,[Fe/H],4.40
1,1,2.39909400,1.679,4.020000,,,5716.00,0.95,1.01,0.130,[Fe/H],4.57
1,1,15.38706300,2.390,2.540000,,801,6058.00,1.09,1.00,-0.210,[Fe/H],4.37
1,1,15.87209000,3.490,1.550000,,902,5742.00,1.70,1.27,0.380,[Fe/H],4.08
1,1,3.27108000,1.540,4.500000,,1120,5424.00,0.91,0.88,-0.030,[Fe/H],4.47
1,1,13.62183200,1.666,4.060000,,,5673.00,0.89,0.95,-0.100,[Fe/H],4.58
1,1,2.69828000,1.210,5.960000,,914,4715.00,0.65,0.71,-0.250,[Fe/H],4.66
1,1,2.86041000,1.960,3.280000,,1529,5945.00,1.39,1.11,0.100,[Fe/H],4.20
1,1,13.84190100,2.500,2.390000,,,5695.00,0.95,1.01,0.140,[Fe/H],4.48
1,1,11.16845400,11.209,0.405000,0.258000,1030,6154.00,1.16,1.19,0.100,[Fe/H],4.38
1,1,2.18055770,18.405,0.370000,0.000000,1838,6099.00,1.38,1.23,0.000,[Fe/H],4.27
1,1,3.20466000,14.572,0.560000,0.000000,1587,5630.00,1.59,1.19,0.340,[Fe/H],4.11
1,1,26.81990000,2.550,2.330000,,507,5262.00,0.75,0.71,-0.440,[Fe/H],4.54
1,1,6.51389000,2.540,2.340000,,416,3459.00,0.37,0.38,-0.010,[Fe/H],4.89
1,1,21.06884000,1.750,3.800000,,638,5677.00,0.92,0.86,-0.290,[Fe/H],4.44
1,1,11.89307000,4.340,1.170000,,923,5793.00,1.25,0.83,-0.450,[Fe/H],4.16
1,1,5.76918000,3.490,1.550000,,977,5610.00,0.94,0.87,-0.190,[Fe/H],4.43
1,1,7.17256000,2.570,2.310000,,886,5528.00,0.92,0.88,-0.100,[Fe/H],4.45
1,1,12.40900000,2.790,2.070000,,1061,6504.00,1.57,1.32,0.040,[Fe/H],4.16
1,1,3.48455200,3.430,1.580000,0.270000,,3180.00,0.29,0.29,0.150,[Fe/H],4.94
1,1,4.01457000,2.440,2.470000,,958,5172.00,0.81,0.80,-0.090,[Fe/H],4.53
1,1,9.30075000,2.350,2.590000,,437,3717.00,0.49,0.52,-0.040,[Fe/H],4.76
1,1,13.81513000,1.740,3.840000,,639,5152.00,0.82,0.79,-0.090,[Fe/H],4.50
1,1,4.00167000,12.670,,,1238,6027.00,1.10,1.08,0.000,[Fe/H],4.39
1,1,1.96417000,2.900,1.970000,,1034,4676.00,0.69,0.71,-0.140,[Fe/H],4.62
1,1,5.52011000,2.630,2.240000,,845,5219.00,0.78,0.84,-0.100,[Fe/H],4.58
1,1,1.60588000,0.830,4.790000,,789,3725.00,0.50,0.52,-0.030,[Fe/H],4.76
1,1,19.09210000,3.000,1.890000,,831,6351.00,1.31,1.21,0.010,[Fe/H],4.29
1,1,15.48043000,2.320,2.640000,,795,6059.00,1.13,1.14,0.160,[Fe/H],4.39
1,1,14.56650000,2.670,2.200000,,430,3785.00,0.52,0.56,-0.130,[Fe/H],4.72
1,1,2.62666570,17.396,0.500000,0.000000,1957,6367.00,1.69,1.39,-0.140,[Fe/H],4.15
1,1,11.63344000,9.528,0.483000,0.390000,1080,5537.00,1.65,1.10,0.360,[Fe/H],4.21
1,1,50.81894700,2.410,5.700000,0.140000,470,5368.00,0.85,0.88,-0.080,[m/H],4.51
1,1,4.14496500,1.570,4.390000,,1429,6209.00,1.45,1.16,-0.080,[Fe/H],4.18
1,1,8.56242100,7.280,0.595000,,893,5644.00,0.99,0.83,-0.300,[Fe/H],4.37
1,1,14.45353300,2.910,1.960000,,655,5419.00,0.81,0.81,-0.280,[Fe/H],4.53
1,1,11.71633200,4.420,1.140000,,672,5200.00,0.84,0.90,0.200,[Fe/H],4.55
1,1,14.12971400,2.200,2.830000,,589,5065.00,0.74,0.81,-0.130,[Fe/H],4.61
1,1,18.71826900,3.770,1.400000,,583,5139.00,0.85,0.82,0.070,[Fe/H],4.49
1,1,6.32676300,2.070,3.060000,,958,5741.00,0.97,1.02,0.110,[Fe/H],4.48
1,1,3.33496600,2.980,1.900000,,1711,6747.00,1.61,1.40,0.000,[Fe/H],4.17
1,1,7.12260500,1.210,5.960000,,879,5558.00,0.86,0.79,-0.370,[Fe/H],4.46
1,1,2.26045500,2.320,2.640000,0.000000,568,3214.00,0.29,0.26,0.260,[Fe/H],4.93
1,1,19.89520200,7.670,0.555000,,744,5742.00,1.28,1.11,0.300,[Fe/H],4.26
1,1,8.68772100,8.180,0.511000,,665,4812.00,0.76,0.82,0.220,[Fe/H],4.59
1,1,1.92103600,3.520,1.540000,,1186,5060.00,0.82,0.89,0.280,[Fe/H],4.56
1,1,4.79506900,2.780,2.080000,0.078000,653,4140.00,0.61,0.63,0.000,[Fe/H],4.67
1,1,27.35900000,2.100,3.000000,,347,3926.00,0.62,0.64,0.000,[Fe/H],4.70
1,1,14.89329100,9.494,0.643000,0.478000,804,5695.00,1.07,1.06,0.200,[Fe/H],4.40
1,1,13.15696900,9.100,0.445000,,753,5529.00,1.02,0.95,0.162,[Fe/H],4.39
1,1,2.22517700,1.589,8.840000,0.000000,,5520.00,0.90,0.93,0.080,[Fe/H],4.50
1,1,16.98410000,2.630,7.400000,0.040000,795,5725.00,1.09,1.00,0.070,[Fe/H],4.33
1,1,13.12250000,2.450,2.450000,,750,5532.00,0.95,0.96,0.218,[M/H],4.52
1,1,2.50387000,1.660,4.070000,,1425,5612.00,1.20,0.99,0.194,[M/H],4.20
1,1,4.02486700,10.054,0.612000,0.000000,852,4444.00,0.70,0.74,0.140,[Fe/H],4.63
1,1,4.09850300,11.646,0.640000,0.000000,1092,5425.00,0.84,0.90,-0.150,[Fe/H],4.54
1,1,3.38628000,9.916,0.398000,,,6100.00,1.24,1.09,-0.100,[Fe/H],3.94
1,1,3.14431890,0.950,5.180000,,460,3300.00,0.20,0.17,-0.240,[Fe/H],5.09
1,1,6.22000000,2.930,1.950000,,432,3387.00,0.38,0.40,,,4.88
1,1,7.01000000,1.660,4.070000,,456,3851.00,0.55,0.56,,,4.70
1,1,26.68000000,2.790,2.070000,,641,5440.00,0.90,0.95,,,4.51
1,1,1.99500000,2.620,2.250000,,698,3157.00,0.30,0.12,,,4.55
1,1,2.29800000,1.950,3.310000,,701,3855.00,0.58,0.60,,,4.68
1,1,8.20500000,1.920,3.380000,,635,4141.00,0.60,0.63,,,4.68
1,1,24.93000000,2.100,3.000000,,318,3710.00,0.55,0.48,,,4.63
1,1,3.26200000,2.430,2.480000,,707,3752.00,0.51,0.52,,,4.74
1,1,6.93000000,2.200,2.830000,,423,3287.00,0.30,0.27,,,4.84
1,1,1.25600000,2.280,2.700000,,1114,3924.00,0.69,0.51,,,4.46
1,1,12.45512250,8.676,0.694000,0.069700,650,5282.00,0.82,0.90,0.098,[Fe/H],4.57
1,1,5.42486500,5.040,,0.000000,850,3540.00,1.05,0.56,,,4.06
1,1,2.99563300,13.960,0.940000,0.000000,1559,6071.00,1.44,1.15,0.030,[Fe/H],4.18
1,1,4.60543000,6.277,0.500000,0.000000,1670,4881.00,2.97,0.66,0.320,[Fe/H],3.44
1,1,10.00341700,2.100,3.000000,0.080000,563,4014.73,0.57,0.64,-0.120,[Fe/H],4.85
1,1,6.68796000,2.150,2.910000,,,4613.00,0.64,0.70,,,4.66
1,1,5.65700000,2.433,2.480000,,1211,5912.00,1.58,1.15,0.000,[Fe/H],4.10
1,1,1.72926840,6.710,0.662000,0.100000,,4103.00,0.45,0.50,,,4.82
1,1,19.15410000,2.050,3.100000,,889,6256.00,1.29,0.96,-0.320,[Fe/H],4.20
1,1,31.63720000,1.890,3.440000,,,5054.00,0.76,0.75,-0.224,[M/H],4.54
1,1,20.50650000,2.240,2.760000,,,4899.00,0.73,0.77,-0.190,[M/H],4.60
1,1,2.77065000,1.930,3.350000,,,4175.00,0.45,0.51,,,4.81
1,1,3.53505500,18.000,43.100000,,2004,7147.00,2.19,1.69,0.055,[Fe/H],3.98
1,1,12.20772000,2.600,2.270000,,665,5263.00,0.81,0.85,-0.037,[Fe/H],4.55
1,1,9.78430000,1.150,5.780000,,,3798.00,0.38,0.42,,,4.89
1,1,2.84925800,3.820,1.380000,0.070000,,4456.00,0.63,0.70,,,4.67
1,1,9.00630000,2.100,3.000000,,,4434.00,0.62,0.68,,,4.68
1,1,30.94191000,2.500,2.390000,,615,5850.00,0.96,0.97,-0.140,[Fe/H],4.40
1,1,3.00265000,7.656,1.700000,0.000000,1400,5500.00,1.12,0.97,0.010,[Fe/H],4.07
1,1,2.57302000,2.480,2.420000,,,6293.00,1.36,1.21,0.170,[Fe/H],4.25
1,1,6.53044000,2.070,3.060000,,,5312.00,0.73,0.74,,,4.58
1,1,12.64750000,1.580,4.350000,,,5213.00,0.84,0.87,-0.340,[Fe/H],4.53
1,1,5.06963000,2.490,7.800000,0.000000,1372,5887.00,1.67,1.11,-0.047,[Fe/H],4.03
1,1,8.05428000,1.580,4.350000,,,4746.00,0.68,0.73,-0.210,[Fe/H],4.63
1,1,7.06599000,2.320,2.640000,,,4127.00,0.49,0.55,,,4.79
1,1,28.67992000,2.670,2.200000,,651,5772.00,0.96,0.97,-0.070,[Fe/H],3.82
1,1,13.97896000,2.890,1.980000,,,5622.00,0.93,0.94,0.060,[Fe/H],4.48
1,1,6.98541000,2.150,2.910000,,,4006.00,0.43,0.48,,,4.85
1,1,7.49543000,2.450,2.450000,,,5922.00,1.06,1.05,0.090,[Fe/H],4.41
1,1,19.56660000,2.310,2.650000,,,6060.00,0.98,0.96,-0.210,[Fe/H],4.44
1,1,8.19979600,2.300,,0.140000,,4970.00,0.76,0.80,0.290,[Fe/H],4.47
1,1,10.99573000,3.690,1.440000,,,5926.00,1.28,1.06,0.200,[Fe/H],4.25
1,1,6.10232500,1.970,3.260000,0.060000,,4674.13,0.63,0.75,,,4.67
1,1,0.68453300,1.010,5.390000,0.240000,,4268.00,0.51,0.57,-0.140,[Fe/H],4.78
1,1,8.77683000,1.960,3.280000,,,5482.00,0.76,0.79,-0.350,[Fe/H],4.58
1,1,9.72661800,7.600,0.562000,,979,5747.00,1.40,1.16,0.328,[Fe/H],4.21
1,1,4.61220000,1.230,6.020000,0.260000,,3537.00,0.26,0.26,,,5.02
1,1,1.09602600,0.615,4.020000,0.150000,,3691.00,0.32,0.35,,,4.96
1,1,18.44980000,2.250,2.740000,,314,3390.00,0.31,0.30,-0.250,[Fe/H],4.82
1,1,1.41954900,1.100,5.660000,0.090000,,3622.00,0.28,0.29,,,5.00
1,1,10.13401600,3.880,1.350000,0.160000,383,3548.00,0.42,0.44,-0.030,[Fe/H],4.84
1,1,8.40672600,10.610,0.702000,0.220000,1499,4717.00,4.47,1.20,0.330,[Fe/H],3.22
1,1,10.13644800,5.200,2.150000,0.000000,1092,6172.00,1.57,1.20,-0.060,[Fe/H],4.13
1,1,18.25198500,11.730,1.050000,0.190000,1113,6217.00,2.63,1.63,0.210,[Fe/H],3.81
1,1,1.21751400,12.442,24.700000,0.009900,,6518.00,1.46,1.32,0.131,[M/H],4.25
1,1,4.16627390,15.681,0.308000,,1377,5948.00,1.21,1.11,0.090,[Fe/H],4.32
1,1,4.73610000,15.132,0.093000,0.000700,1712,5375.00,2.69,1.44,0.170,[Fe/H],3.70
1,1,5.03162300,19.952,0.209000,0.000000,1800,6279.00,2.37,1.59,0.190,[Fe/H],3.89
1,1,1.71005660,19.537,0.322000,0.000000,1970,5720.00,1.52,1.24,0.320,[Fe/H],4.17
1,1,3.08017160,17.094,0.460000,,2087,7454.00,1.65,1.64,-0.018,[Fe/H],4.22
1,1,3.47410850,19.515,0.806000,0.000000,2262,8720.00,1.56,1.76,-0.290,[Fe/H],4.29
1,1,3.61276470,17.777,1.240000,0.000000,2051,7598.00,1.64,1.46,-0.405,[Fe/H],4.17
1,1,5.55149260,14.258,3.130000,0.077000,1459,6509.00,1.51,1.46,0.186,[Fe/H],4.25
1,1,2.73477000,17.934,0.442000,0.000000,2048,6768.00,1.81,1.76,0.000,[Fe/H],4.50
1,1,3.24406000,18.159,0.167000,0.040000,1675,5754.00,1.46,0.81,0.270,[Fe/H],4.08
1,1,854.08300000,5.500,0.855000,,,6091.00,1.01,1.01,-0.040,[Fe/H],4.42
1,1,1322.30000000,6.900,0.637000,,,6175.00,1.01,0.98,-0.420,[Fe/H],4.44
1,1,840.00000000,12.400,10.800000,0.150000,,7067.00,2.01,1.63,-0.020,[Fe/H],4.00
1,1,,12.200,17.200000,,,,,0.48,,,
1,1,,13.100,2.550000,,,,,0.09,,,
1,1,,12.700,5.900000,,,,,0.45,,,
1,1,,12.900,3.710000,,,,,0.04,,,
1,1,,13.300,1.630000,,,,,0.49,,,
1,1,,12.200,14.900000,,,,,0.07,,,
1,1,,13.000,3.130000,,,,,0.50,,,
1,1,,13.200,2.000000,,,,,0.64,,,
1,1,,6.450,0.696000,,,,,0.76,,,
1,1,,13.400,1.460000,,,,,0.37,,,
1,1,,14.000,0.461000,,,,,0.33,,,
1,1,,2.670,2.190000,,,,,1.14,,,
1,1,,9.010,0.451000,,,,,0.09,,,
1,1,,12.900,3.580000,,,,,1.09,,,
1,1,,12.900,0.284000,,,,,0.09,,,
1,1,,3.190,1.740000,,,,,0.76,,,
1,1,,13.700,0.848000,,,,,0.48,,,
1,1,,14.100,0.392000,,,,,0.31,,,
1,1,3.90512000,12.442,,0.000000,1046,5545.00,0.86,0.95,0.120,[Fe/H],4.53
1,1,141.24167100,11.097,2.460000,0.496000,347,5830.00,0.96,1.01,0.160,[Fe/H],4.47
1,1,1.70629100,11.545,1.310000,0.000000,1459,5165.00,0.91,0.89,0.220,[Fe/H],4.47
1,1,121.54000000,2.540,2.350000,0.230000,,3550.00,0.29,0.28,-0.890,[M/H],4.92
1,1,120.01812720,4.760,1.030000,0.000000,473,6453.00,1.51,1.40,0.350,[Fe/H],4.23
1,1,4.33642933,1.710,3.920000,0.000000,1453,6144.00,1.57,1.22,0.040,[Fe/H],4.13
1,1,3.55485691,1.780,3.720000,0.000000,1157,6109.00,1.17,1.11,0.010,[Fe/H],4.35
1,1,5.28789787,6.280,0.721000,0.000000,1661,4972.00,3.39,1.11,-0.040,[Fe/H],3.43
1,1,6.49801525,1.500,4.660000,0.000000,1026,5782.00,1.06,1.00,0.020,[Fe/H],4.38
1,1,19.76172042,1.540,4.500000,0.000000,791,5328.00,0.74,0.78,-0.400,[Fe/H],4.59
1,1,5.18500207,1.440,4.910000,0.000000,652,4587.00,0.70,0.73,0.030,[Fe/H],4.62
1,1,11.35011917,2.170,2.880000,0.000000,403,4027.00,0.57,0.59,-0.120,[Fe/H],4.70
1,1,34.26857050,2.320,2.640000,0.000000,477,5253.00,0.82,0.86,-0.010,[Fe/H],4.55
1,1,5.75322197,2.870,2.000000,0.000000,920,5416.00,0.88,0.91,0.080,[Fe/H],4.52
1,1,5.50860439,1.290,5.660000,0.000000,934,5556.00,0.91,0.95,0.050,[Fe/H],4.50
1,1,18.93054959,2.150,2.910000,0.000000,766,4954.00,0.76,0.81,0.040,[Fe/H],4.59
1,1,16.57110363,2.390,2.540000,0.000000,614,5388.00,0.84,0.88,-0.060,[Fe/H],4.54
1,1,16.00494214,3.550,1.510000,0.000000,1040,6769.00,1.81,1.49,0.060,[Fe/H],4.09
1,1,7.23400469,1.990,3.220000,0.000000,831,5473.00,0.87,0.93,0.040,[Fe/H],4.53
1,1,49.10135140,2.580,2.300000,0.000000,498,5518.00,0.88,0.91,-0.050,[Fe/H],4.52
1,1,1.41122985,1.460,4.820000,0.000000,1164,4433.00,0.67,0.70,0.010,[Fe/H],4.64
1,1,96.91514960,2.280,2.700000,0.000000,325,5227.00,0.80,0.87,0.000,[Fe/H],4.57
1,1,13.47469571,2.330,2.620000,0.000000,634,5431.00,0.86,0.89,-0.050,[Fe/H],4.53
1,1,10.99469878,2.360,2.580000,0.000000,512,4445.00,0.68,0.71,0.060,[Fe/H],4.64
1,1,62.13877140,2.630,2.240000,0.000000,524,5494.00,0.89,0.93,0.050,[Fe/H],4.51
1,1,66.41621330,3.910,1.330000,0.000000,376,5143.00,0.78,0.81,-0.100,[Fe/H],4.57
1,1,37.32294930,1.980,3.240000,0.000000,1654,6089.00,1.13,1.09,-0.030,[Fe/H],4.37
1,1,36.51560530,2.210,2.810000,0.000000,425,4948.00,0.75,0.79,-0.020,[Fe/H],4.59
1,1,2.51462432,1.330,5.440000,0.000000,1217,5522.00,0.87,0.90,-0.090,[Fe/H],4.52
1,1,4.41769648,1.260,5.850000,0.000000,790,5030.00,0.77,0.82,0.010,[Fe/H],4.58
1,1,19.32952416,2.480,2.420000,0.000000,529,4983.00,0.76,0.80,-0.010,[Fe/H],4.59
1,1,1.22621732,0.870,4.920000,0.000000,2024,6011.00,1.12,1.09,0.030,[Fe/H],4.38
1,1,3.29011795,1.870,3.500000,0.000000,802,4647.00,0.71,0.77,0.160,[Fe/H],4.62
1,1,7.56052806,2.510,2.380000,0.000000,914,5547.00,0.92,0.94,0.060,[Fe/H],4.49
1,1,12.12400943,2.260,2.730000,0.000000,675,5198.00,0.80,0.83,-0.060,[Fe/H],4.57
1,1,2.71407755,1.170,5.870000,0.000000,1301,5763.00,0.97,0.98,-0.030,[Fe/H],4.45
1,1,122.88080580,3.010,1.880000,0.000000,326,5533.00,0.89,0.95,0.040,[Fe/H],4.52
1,1,1.06378867,1.280,5.710000,0.000000,1650,5105.00,0.78,0.82,-0.030,[Fe/H],4.57
1,1,148.46033820,3.530,1.520000,0.000000,285,5335.00,0.83,0.87,-0.040,[Fe/H],4.55
1,1,0.93488424,1.460,4.820000,0.000000,2080,4870.00,0.74,0.79,0.010,[Fe/H],4.60
1,1,201.12140000,2.080,3.040000,0.000000,300,5694.00,0.96,0.98,0.010,[Fe/H],4.47
1,1,24.75764210,2.940,1.940000,0.000000,644,5957.00,1.08,1.06,0.010,[Fe/H],4.40
1,1,10.13202575,2.190,2.840000,0.000000,574,4815.00,0.72,0.75,-0.100,[Fe/H],4.61
1,1,38.50533980,2.550,2.330000,0.000000,532,5629.00,0.90,0.92,-0.110,[Fe/H],4.50
1,1,6.77408868,2.670,2.200000,0.000000,1058,5985.00,1.11,1.08,0.040,[Fe/H],4.38
1,1,26.41045478,2.690,2.170000,0.000000,512,5301.00,0.82,0.86,-0.030,[Fe/H],4.55
1,1,14.37508035,1.710,3.920000,0.000000,786,5913.00,1.04,1.04,0.000,[Fe/H],4.42
1,1,6.92101021,1.610,4.240000,0.000000,619,4651.00,0.70,0.75,0.010,[Fe/H],4.62
1,1,3.27346074,0.950,5.180000,0.000000,625,3864.00,0.49,0.51,-0.330,[Fe/H],4.77
1,1,25.96200249,3.400,1.610000,0.000000,850,6675.00,1.73,1.43,0.040,[Fe/H],4.12
1,1,34.85382760,2.930,1.950000,0.000000,522,5888.00,1.03,1.03,0.000,[Fe/H],4.42
1,1,2.41435165,0.980,5.280000,0.000000,953,4529.00,0.69,0.74,0.100,[Fe/H],4.63
1,1,4.30655689,2.630,2.240000,0.000000,1177,6209.00,1.34,1.22,0.090,[Fe/H],4.26
1,1,2.29503623,1.230,6.020000,0.000000,1304,5723.00,0.94,0.98,-0.020,[Fe/H],4.49
1,1,27.49560600,3.010,1.880000,0.000000,590,6127.00,1.20,1.12,0.020,[Fe/H],4.33
1,1,14.08827448,3.360,1.620000,0.000000,724,5987.00,1.10,1.07,0.010,[Fe/H],4.38
1,1,110.96546000,2.720,2.140000,0.000000,239,4644.00,0.69,0.73,-0.060,[Fe/H],4.63
