sy_snum,sy_pnum,pl_orbper,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg
1,1,58.83000000,13.200,2.260000,0.070000,,5920.00,1.00,1.01,0.050,[Fe/H],4.65
1,1,1756.20000000,12.000,22.400000,0.591000,,4850.00,6.47,1.36,-0.010,[M/H],3.13
1,1,9.67370000,2.400,2.530000,0.000000,,4691.00,0.74,0.29,0.080,[Fe/H],4.17
1,1,133.60001000,13.400,1.420000,0.040000,,4835.00,11.02,0.67,-0.570,[Fe/H],2.18
1,1,960.41000000,10.300,0.379000,0.035000,,5638.00,0.98,0.90,-0.100,[Fe/H],4.38
1,1,298.20000000,13.900,0.579000,0.570000,,4875.00,0.85,0.65,0.170,[Fe/H],4.52
1,1,1840.00000000,13.500,1.140000,0.700000,,5605.00,1.18,0.99,0.250,[Fe/H],4.31
1,1,10.70871000,13.700,0.781000,0.029000,720,5387.00,0.85,0.92,-0.020,[Fe/H],4.52
1,1,896.00000000,13.400,1.310000,0.181000,,4846.00,4.44,1.34,0.250,[Fe/H],3.18
1,1,1951.00000000,12.100,18.800000,0.640000,,5892.00,1.08,1.19,0.300,[Fe/H],4.45
1,1,2613.00000000,13.100,2.570000,0.563000,,5671.00,2.39,1.35,0.190,[M/H],3.72
1,1,471.60001000,12.400,10.000000,0.270000,,4175.00,38.41,2.24,-0.370,[Fe/H],1.62
1,1,974.00000000,12.800,4.480000,0.340000,,5783.00,1.34,1.03,0.140,[Fe/H],4.20
1,1,464.29999000,13.300,1.590000,0.250000,,4989.00,3.78,1.48,-0.110,[Fe/H],3.45
1,1,330.00000000,9.320,0.431000,0.360000,,5181.00,0.88,0.68,0.190,[Fe/H],4.39
1,1,4218.00000000,13.300,1.630000,0.020000,,5867.00,1.25,1.30,0.050,[Fe/H],4.36
1,1,1125.70000000,12.500,8.730000,0.100000,,4700.00,11.47,1.35,-0.130,[Fe/H],2.90
1,1,11.53533000,11.500,0.477000,0.251000,1228,5521.00,2.34,1.32,0.290,[Fe/H],3.82
1,1,1455.00000000,12.600,6.810000,0.533000,,4815.00,12.40,2.40,-0.100,[Fe/H],2.61
1,1,653.21997000,12.500,8.660000,0.410000,,5870.00,1.03,1.09,0.110,[Fe/H],4.45
1,1,386.29999000,13.500,1.190000,0.500000,,5940.00,1.04,1.07,0.130,[Fe/H],4.44
1,1,2.19740000,13.700,0.822000,0.070000,,6380.00,1.65,1.51,0.150,[Fe/H],4.37
1,1,1039.15000000,13.100,2.740000,0.197000,,5507.00,0.92,0.97,0.140,[Fe/H],4.47
1,1,103.95000000,12.800,5.010000,0.310000,,6014.00,1.05,1.20,0.110,[Fe/H],4.47
1,1,176.30000000,13.300,1.660000,0.110000,,4769.00,10.52,1.23,-0.250,[Fe/H],2.48
1,1,2730.00000000,13.300,1.690000,0.053000,,4899.00,5.38,1.75,0.150,[M/H],3.23
1,1,676.60000000,13.700,0.761000,0.155000,,4946.00,5.01,1.43,0.000,[M/H],3.23
1,1,1027.00000000,13.900,0.553000,0.520000,,6308.00,1.21,1.22,0.290,[Fe/H],4.56
1,1,331.50000000,13.600,0.903000,0.160000,,5025.00,3.86,1.64,0.080,[Fe/H],3.48
1,1,2.87589000,8.295,0.750000,0.000000,1626,6179.00,1.41,1.42,0.320,[Fe/H],4.37
1,1,4.07182000,13.600,0.923000,0.016700,,5856.00,1.44,1.20,0.290,[Fe/H],4.25
1,1,428.50000000,13.200,2.090000,0.031000,,4947.00,4.67,1.46,0.090,[Fe/H],3.18
1,1,5894.00000000,13.200,2.060000,0.380000,,5961.00,0.96,1.17,-0.010,[Fe/H],4.50
1,1,2918.92000000,13.200,2.020000,0.532000,,5907.00,1.13,1.15,0.290,[Fe/H],4.37
1,1,686.50000000,13.400,1.360000,0.040000,,5027.00,5.14,1.30,-0.460,[Fe/H],3.29
1,1,499.39999000,13.200,2.240000,0.340000,,6124.00,1.28,1.25,-0.010,[Fe/H],4.32
1,1,3341.55884000,13.900,0.533000,0.040000,,5468.00,0.85,0.71,-0.110,[Fe/H],4.43
1,1,163.94000000,12.800,4.470000,0.610000,,5743.00,1.32,1.18,0.250,[Fe/H],4.27
1,1,842.20000000,14.000,0.471000,0.220000,,5900.00,2.16,1.25,-0.120,[Fe/H],4.07
1,1,4.64550000,1.870,3.490000,0.000000,,4850.00,0.72,0.77,0.050,[Fe/H],4.60
1,1,521.00000000,13.500,1.090000,0.290000,,4860.00,4.50,1.30,0.190,[Fe/H],3.24
1,1,820.20000000,12.300,13.100000,0.130000,,4069.00,50.30,1.80,-0.200,[Fe/H],1.40
1,1,990.00000000,12.800,4.250000,0.600000,,5981.00,1.72,1.63,0.300,[Fe/H],4.18
1,1,8.42820000,12.500,8.800000,0.280000,,4723.00,0.75,0.42,-0.100,[Fe/H],4.31
1,1,641.47200000,13.400,1.450000,0.350000,,4684.00,0.77,0.77,-0.180,[Fe/H],4.62
1,1,434.50000000,13.200,2.190000,0.200000,,5426.00,0.95,1.02,0.090,[Fe/H],4.49
1,1,270.00000000,12.700,5.470000,0.630000,,6317.00,1.93,1.50,0.370,[Fe/H],4.06
1,1,5144.00000000,13.100,2.740000,0.734000,,5127.00,0.80,0.81,-0.090,[Fe/H],4.43
1,1,420.77000000,13.500,1.210000,0.089000,,5010.00,4.30,1.72,0.050,[Fe/H],3.47
1,1,6.40400000,11.100,0.345000,0.110000,900,5570.00,1.09,1.07,-0.080,[Fe/H],4.39
1,1,533.00000000,12.500,7.860000,0.640000,,4374.00,21.66,1.86,-0.270,[Fe/H],2.04
1,1,359.89999000,12.500,9.060000,0.170000,,4326.00,13.58,6.73,0.180,[Fe/H],3.00
1,1,550.00000000,13.200,1.990000,0.590000,,5671.00,2.47,1.53,-0.480,[Fe/H],3.84
1,1,1532.00000000,13.200,2.070000,0.234000,,5440.00,1.01,0.96,0.200,[Fe/H],4.43
1,1,21.21663000,12.330,3.780000,0.680000,883,6040.00,1.55,1.41,0.190,[Fe/H],4.20
1,1,323.60000000,13.200,2.050000,0.210000,,4683.00,13.50,2.00,-0.220,[Fe/H],2.48
1,1,1290.00000000,12.500,8.020000,0.540000,,5635.00,1.75,1.37,0.280,[Fe/H],4.09
1,1,298.43000000,14.100,0.373000,0.110000,,5013.00,4.19,1.39,-0.070,[Fe/H],3.33
1,1,29.01000000,2.940,1.940000,0.110000,,5392.00,0.70,0.71,-0.620,[Fe/H],4.64
1,1,623.80000000,13.900,0.566000,0.130000,,5904.00,1.18,0.98,-0.160,[Fe/H],4.34
1,1,44.50500000,4.000,1.300000,0.059300,,5627.00,0.97,1.00,0.081,[M/H],4.39
1,1,14.47900000,5.480,0.860000,0.049000,,5646.00,1.63,1.14,0.240,[Fe/H],4.16
1,1,3.09251400,13.900,0.596000,0.022000,,6168.00,1.25,1.21,0.137,[Fe/H],4.34
1,1,213.72000000,13.300,1.630000,0.081000,,5131.00,4.06,1.75,0.250,[M/H],3.54
1,1,2278.00000000,13.100,2.470000,0.148000,,5603.00,3.13,1.49,-0.081,[M/H],3.64
1,1,396.03000000,12.100,19.800000,0.260000,,4924.00,8.13,2.20,0.140,[Fe/H],2.96
1,1,7462.05750000,12.600,7.310000,0.730000,,5386.00,1.05,1.01,0.320,[Fe/H],4.25
1,1,564.10000000,13.200,1.930000,0.022000,,4945.00,4.71,1.69,0.260,[Fe/H],3.28
1,1,956.00000000,14.000,0.255000,0.260000,,5736.00,1.50,1.03,-0.620,[Fe/H],4.09
1,1,17.47127800,3.550,2.390000,0.280000,769,5788.00,0.98,1.03,-0.023,[Fe/H],4.50
1,1,1019.74000000,13.900,0.544000,0.251000,,6117.00,1.27,1.19,0.120,[Fe/H],4.28
1,1,766.00000000,13.100,2.640000,0.040000,,4940.00,5.13,1.36,-0.040,[Fe/H],3.09
1,1,11.72000000,4.210,1.210000,0.140000,,4610.00,0.79,0.77,0.160,[Fe/H],4.58
1,1,1176.45000000,13.400,1.440000,0.224000,,5656.00,1.38,1.07,0.230,[Fe/H],4.16
1,1,4885.00000000,13.100,2.410000,0.570000,,5988.00,1.53,0.91,-0.480,[Fe/H],4.02
1,1,1606.30000000,12.600,7.440000,0.259000,,6010.00,1.40,1.14,0.300,[Fe/H],4.45
1,1,24.35560000,14.200,0.342000,0.050000,486,4976.00,0.74,0.66,0.030,[Fe/H],4.51
1,1,340.94000000,13.400,1.520000,0.082000,,5041.00,4.41,1.38,-0.150,[Fe/H],3.25
1,1,,12.000,24.300000,,1206,5603.00,0.86,0.94,0.300,[Fe/H],4.64
1,1,1552.90000000,12.600,6.810000,0.289000,,5780.00,1.33,1.12,0.190,[Fe/H],4.09
1,1,1120.00000000,12.700,5.360000,0.710000,,5945.00,1.19,1.23,0.300,[Fe/H],4.38
1,1,279.80000000,13.600,0.951000,0.270000,,6176.00,1.33,1.22,0.190,[Fe/H],4.29
1,1,96.04500000,6.470,0.694000,0.230000,,5635.00,2.22,1.42,,,3.75
1,1,673.20000000,13.400,1.480000,0.100000,,4842.00,6.12,1.55,0.140,[Fe/H],3.22
1,1,130.08000000,14.200,0.317000,0.240000,,6067.00,1.20,1.13,0.022,[Fe/H],4.33
1,1,875.50000000,12.500,8.850000,0.080000,,4035.00,51.10,1.60,-0.090,[Fe/H],1.40
1,1,380.85001000,13.700,0.849000,0.750000,,4802.00,0.76,0.39,0.050,[Fe/H],4.26
1,1,352.70000000,13.600,0.972000,0.070000,,4860.00,4.98,1.25,0.210,[Fe/H],3.13
1,1,3.52474859,15.581,0.362000,0.000000,1459,6091.00,1.19,1.23,0.010,[Fe/H],4.45
1,1,649.91800000,14.300,0.288000,0.240000,,5790.00,1.06,1.04,0.130,[M/H],4.43
1,1,442.19000000,13.600,0.896000,0.480000,,5538.00,1.07,1.01,0.220,[Fe/H],4.38
1,1,354.10000000,13.400,1.310000,0.028000,,4951.00,4.92,1.61,0.040,[Fe/H],3.28
1,1,1558.00000000,14.000,0.426000,0.680000,,5652.00,1.13,1.03,0.170,[Fe/H],4.26
1,1,25.20100000,3.660,1.460000,0.150000,,4127.00,0.57,0.61,,,4.69
1,1,380.70000000,13.300,1.770000,0.076000,,5003.00,5.27,1.56,-0.210,[Fe/H],3.31
1,1,84.28800000,9.520,0.420000,0.400000,,5605.00,0.83,0.89,-0.265,[M/H],4.51
1,1,1311.00000000,13.700,0.856000,0.070000,,5999.00,1.80,1.30,0.244,[Fe/H],4.15
1,1,1334.28000000,13.300,1.650000,0.317000,,5909.00,1.39,1.17,0.200,[Fe/H],4.19
1,1,148.60001000,13.800,0.698000,0.380000,,4639.00,9.83,0.81,-0.170,[Fe/H],2.36
1,1,118.45000000,14.100,0.355000,0.370000,,5399.00,0.93,0.74,0.270,[Fe/H],4.37
1,1,3501.30000000,12.100,21.300000,0.762100,,5544.00,1.21,1.03,0.260,[Fe/H],4.17
1,1,225.70000000,9.320,0.431000,0.300000,,4730.00,0.85,0.76,0.280,[Fe/H],4.46
1,1,5501.00000000,12.500,9.290000,0.770000,,5362.00,1.91,1.05,-0.130,[Fe/H],4.00
1,1,2093.30000000,13.800,0.665000,0.400000,,4820.00,2.90,1.00,-0.040,[Fe/H],3.51
1,1,6.03607000,4.710,0.870000,0.000000,1073,5527.00,1.03,0.92,0.040,[Fe/H],4.40
1,1,672.09998000,12.200,16.000000,0.140000,,3787.00,54.92,2.20,-0.250,[Fe/H],1.30
1,1,1728.00000000,9.320,0.431000,0.187000,,5683.00,0.98,0.91,-0.550,[Fe/H],4.42
1,1,2266.40000000,13.700,0.759000,0.054000,,5921.00,1.07,1.02,-0.070,[Fe/H],4.36
1,1,3724.70000000,13.600,1.010000,0.510000,,5940.00,1.68,1.16,0.090,[Fe/H],4.24
1,1,456.10000000,13.100,2.400000,0.080000,,6304.00,1.14,1.25,-0.030,[Fe/H],4.43
1,1,14.27670000,9.170,0.431000,0.115000,1012,5080.00,2.94,1.21,-0.080,[Fe/H],3.58
1,1,22482.00000000,12.500,8.670000,0.420000,,5830.00,2.00,1.67,0.290,[Fe/H],4.08
1,1,1173.00000000,13.500,1.140000,0.123000,,5620.00,1.85,1.19,0.290,[Fe/H],4.05
1,1,871.00000000,13.500,1.110000,0.080000,,4806.00,4.10,1.07,0.050,[Fe/H],3.31
1,1,3999.00000000,13.400,1.540000,0.160000,,5701.00,1.85,1.21,-0.180,[Fe/H],3.99
1,1,1189.10000000,12.800,4.970000,0.464000,,6097.00,1.54,1.34,0.270,[Fe/H],4.19
1,1,26.69040000,14.000,0.446000,0.104000,,5894.00,1.93,1.31,0.270,[Fe/H],4.38
1,1,528.07000000,12.300,12.800000,0.819100,,5027.00,0.74,0.75,-0.370,[Fe/H],4.60
1,1,730.59998000,13.200,1.980000,0.100000,,5974.00,1.07,1.12,-0.130,[Fe/H],4.43
1,1,1211.17000000,13.500,1.080000,0.406000,,5843.00,1.49,1.21,0.290,[Fe/H],4.15
1,1,141.63000000,13.700,0.768000,0.130000,,6101.00,1.53,1.21,0.050,[Fe/H],4.31
1,1,192.00000000,12.700,5.610000,0.050000,,4791.00,10.90,1.50,-0.360,[Fe/H],2.55
1,1,13.67100000,2.520,2.370000,0.300000,470,3933.00,0.57,0.58,-0.030,[Fe/H],4.70
1,1,4100.00000000,12.800,5.000000,0.560000,,4769.00,12.73,1.47,-0.250,[Fe/H],2.37
1,1,501.75000000,12.800,4.340000,0.150000,,4297.00,25.46,0.82,-0.180,[Fe/H],2.31
1,1,745.70001000,12.200,15.300000,0.400000,,3926.00,71.23,8.76,-0.250,[Fe/H],1.67
1,1,3668.00000000,13.000,3.070000,0.040000,,5802.00,1.30,1.11,0.190,[Fe/H],4.26
1,1,535.59998000,12.300,12.100000,0.350000,,4052.00,40.00,1.61,-0.490,[Fe/H],1.44
1,1,2.04550000,3.460,1.570000,0.220000,,6034.00,1.41,1.22,0.170,[M/H],4.20
1,1,6019.32000000,12.900,3.640000,0.390000,,5160.00,0.83,0.86,0.040,[Fe/H],4.40
1,1,4.12688000,16.141,0.486000,0.091000,2061,6801.00,1.56,1.43,0.020,[Fe/H],4.21
1,1,2198.14000000,13.600,1.040000,0.141000,,5737.00,0.92,0.94,-0.120,[Fe/H],4.46
1,1,379.00000000,12.800,4.910000,0.050000,,5662.00,1.03,1.02,0.230,[Fe/H],4.42
1,1,6.08810000,13.800,0.651000,0.090000,,4503.00,0.69,0.82,0.130,[Fe/H],4.67
1,1,8.78360000,2.830,2.040000,0.000000,450,3543.00,0.49,0.50,-0.100,[Fe/H],4.75
1,1,380.20000000,13.500,1.090000,0.149000,,4972.00,6.48,1.53,-0.110,[Fe/H],3.06
1,1,1362.30000000,13.300,1.780000,0.459000,,5560.00,0.85,0.85,-0.240,[Fe/H],4.44
1,1,2443.00000000,13.300,1.800000,0.080000,,5505.00,0.95,0.84,-0.140,[Fe/H],4.41
1,1,311.60001000,13.600,0.951000,0.130000,,4844.00,10.76,1.97,0.000,[Fe/H],2.67
1,1,1157.00000000,13.700,0.829000,0.760000,,5882.00,1.61,1.12,0.200,[Fe/H],4.07
1,1,1684.00000000,14.300,0.281000,0.180000,,5400.00,0.91,0.92,0.130,[Fe/H],4.37
1,1,466.00000000,14.100,0.386000,0.300000,,6130.00,1.75,1.70,0.170,[Fe/H],4.18
1,1,157.54000000,13.100,2.360000,0.010000,,4580.00,10.22,1.13,-0.150,[Fe/H],2.10
1,1,2372.00000000,14.000,0.446000,0.070000,,5727.00,1.09,0.94,0.110,[Fe/H],4.41
1,1,3.38773000,14.300,0.287000,0.000000,990,5000.00,0.84,0.47,0.050,[Fe/H],4.26
1,1,18.71204000,9.718,0.464000,0.032000,876,6089.00,1.28,1.13,0.036,[Fe/H],4.28
1,1,388.00000000,12.500,8.140000,0.340000,,6250.00,1.44,1.25,-0.120,[Fe/H],4.00
1,1,82.46700000,13.000,2.990000,0.389000,,6060.00,1.76,1.15,0.040,[Fe/H],4.24
1,1,62.25000000,10.100,0.386000,0.645000,,5221.00,0.87,0.80,0.145,[M/H],4.45
1,1,363.20001000,14.000,0.255000,0.410000,,5981.00,1.49,1.37,-0.180,[Fe/H],4.23
1,1,685.25000000,12.500,8.670000,0.017000,,5338.00,2.03,1.21,0.250,[Fe/H],3.88
1,1,3.24980000,2.850,2.020000,0.140000,,5576.00,0.74,0.87,,,4.66
1,1,578.60000000,13.200,2.050000,0.240000,,4869.00,8.56,2.00,0.140,[Fe/H],3.02
1,1,857.50000000,13.500,1.140000,0.200000,,5405.00,0.82,0.83,-0.090,[Fe/H],4.45
1,1,832.97000000,13.900,0.527000,0.042000,,5717.00,0.85,0.88,-0.280,[Fe/H],4.50
1,1,149.61000000,3.890,1.340000,0.190000,337,5727.00,1.00,1.01,-0.090,[Fe/H],4.44
1,1,15.56000000,4.120,1.250000,0.000000,,5686.00,1.02,0.93,-0.350,[Fe/H],4.39
1,1,356.21000000,13.400,1.400000,0.147000,,4943.00,5.14,1.63,0.140,[Fe/H],3.24
1,1,327.80000000,14.100,0.374000,0.830000,,5508.00,1.00,0.96,0.400,[Fe/H],4.31
1,1,472.30000000,14.100,0.361000,0.610000,,5752.00,1.32,1.00,0.030,[Fe/H],4.21
1,1,963.60000000,13.500,1.270000,0.778000,,5566.00,1.26,0.98,0.230,[M/H],4.23
1,1,44.07300000,14.300,0.259000,0.607000,,5294.00,0.94,0.92,0.260,[Fe/H],4.20
1,1,712.13000000,12.600,6.400000,0.200000,,4380.00,23.47,2.10,-0.650,[Fe/H],2.13
1,1,434.00000000,12.300,13.000000,0.230000,,4076.00,42.40,1.05,-0.910,[Fe/H],1.62
1,1,778.51000000,13.500,1.080000,0.211000,,5733.00,1.90,1.31,0.300,[Fe/H],3.97
1,1,400.50000000,13.500,1.150000,0.066000,,4802.00,5.01,1.32,0.180,[M/H],2.97
1,1,4.94737000,6.200,0.733000,0.090000,,5602.00,1.02,1.03,0.320,[Fe/H],4.44
1,1,1293.00000000,12.900,4.030000,0.501000,,5987.00,1.02,1.04,-0.040,[Fe/H],4.38
1,1,119.27000000,13.700,0.822000,0.270000,405,6136.00,1.32,1.20,0.210,[Fe/H],4.36
1,1,1827.00000000,13.000,3.080000,0.705000,,6012.00,1.52,1.29,0.370,[Fe/H],4.03
1,1,139.35000000,12.800,4.810000,0.076000,,4830.00,9.09,1.01,-0.500,[Fe/H],2.53
1,1,779.90000000,13.500,1.190000,0.056000,,4877.00,5.14,1.53,0.140,[Fe/H],3.19
1,1,492.30000000,12.500,0.295000,0.096000,,5902.00,1.01,0.96,-0.200,[Fe/H],4.53
1,1,177.11000000,12.600,6.660000,0.070000,,4673.00,10.64,1.93,-0.370,[Fe/H],2.67
1,1,495.40000000,12.700,5.540000,0.270000,,4348.00,27.00,1.70,-0.170,[Fe/H],1.90
1,1,589.64000000,13.300,1.710000,0.020000,,4892.63,8.90,2.00,0.103,[M/H],2.78
1,1,2.81805000,12.310,0.234000,0.000000,,4812.00,0.77,0.42,0.100,[Fe/H],4.28
1,1,358.00000000,14.200,0.323000,0.240000,,5449.00,0.83,0.65,-0.160,[Fe/H],4.41
1,1,45.79100000,4.410,1.140000,0.120000,,5676.00,0.88,0.95,,,4.52
1,1,21.99800000,14.200,0.299000,0.170000,,5769.00,1.12,1.10,-0.550,[Fe/H],4.38
1,1,480.50000000,12.800,5.000000,0.070000,,4323.00,21.40,1.10,-0.323,[Fe/H],1.78
1,1,2263.12000000,13.100,2.490000,0.493000,,5773.00,1.10,1.08,0.230,[Fe/H],4.36
1,1,2496.00000000,13.500,1.190000,0.100000,,5801.00,0.95,1.08,-0.030,[Fe/H],4.51
1,1,1103.00000000,13.100,2.390000,0.030000,,5950.00,1.02,1.12,0.290,[Fe/H],4.47
1,1,6.27711000,13.400,1.430000,0.120000,,5932.00,1.19,1.28,0.350,[Fe/H],4.40
1,1,851.80000000,12.800,4.980000,0.400000,,5737.00,0.98,1.00,-0.180,[Fe/H],4.59
1,1,2124.54000000,13.400,1.450000,0.175000,,5732.00,0.98,1.08,0.220,[Fe/H],4.46
1,1,615.00000000,11.100,0.345000,0.190000,,5371.00,0.97,0.77,0.320,[Fe/H],4.35
1,1,858.00000000,13.500,1.260000,0.124000,,4934.00,4.96,1.21,-0.130,[M/H],3.21
1,1,3658.00000000,13.000,3.060000,0.220000,,5932.00,1.46,1.43,-0.020,[Fe/H],4.27
1,1,39.47500000,12.800,4.540000,0.423000,,5688.00,1.22,1.02,0.250,[Fe/H],4.27
1,1,1245.36000000,13.100,2.410000,0.230000,,5387.00,0.91,0.90,0.070,[Fe/H],4.45
1,1,1750.00000000,13.700,0.755000,0.126000,,4917.00,2.58,1.16,0.232,[Fe/H],3.60
1,1,422.90000000,13.200,2.060000,0.110000,,5963.00,1.58,1.26,0.280,[Fe/H],4.21
1,1,3.97097000,9.600,0.415000,0.090000,,5644.00,1.37,0.99,0.310,[Fe/H],4.16
1,1,415.40000000,13.000,3.120000,0.856000,,4698.00,7.47,1.17,-0.110,[Fe/H],2.94
1,1,5.73610000,4.120,1.250000,0.090000,,5341.00,0.97,1.37,0.320,[Fe/H],4.60
1,1,0.71957300,1.613,7.400000,,,6080.00,1.22,1.18,,,4.34
1,1,1001.70001000,12.600,6.350000,0.530000,,5755.00,0.91,1.05,-0.030,[Fe/H],4.54
1,1,184.02000000,13.200,2.050000,0.000000,,4753.00,13.00,2.10,-0.359,[Fe/H],2.22
1,1,1047.10000000,11.900,28.100000,0.170000,,4140.00,83.80,4.30,-0.170,[Fe/H],1.30
1,1,705.00000000,13.300,1.730000,0.070000,,4953.00,5.26,2.53,-0.310,[Fe/H],3.40
1,1,158.99100000,9.580,0.416000,0.200000,,4914.00,0.78,0.80,0.040,[M/H],4.55
1,1,2.98570000,12.700,0.290000,0.010000,,5442.00,0.94,0.79,0.350,[Fe/H],4.39
1,1,799.52000000,6.160,0.740000,0.500000,,5186.00,0.80,0.76,-0.070,[Fe/H],4.41
1,1,58.43000000,1.720,3.890000,0.110000,298,4300.00,0.71,0.43,-0.260,[Fe/H],4.36
1,1,227.00000000,13.400,1.470000,0.300000,,6064.00,1.38,1.34,0.010,[Fe/H],4.28
1,1,1475.00000000,12.700,5.970000,0.700000,,6210.00,1.88,1.42,0.202,[Fe/H],4.02
1,1,1270.00000000,13.000,2.860000,0.170000,,4805.00,8.80,1.66,0.040,[Fe/H],2.66
1,1,2754.00000000,13.500,1.090000,0.530000,,4915.00,0.79,0.66,0.050,[Fe/H],4.47
1,1,3.41488400,13.800,0.678000,0.031000,,5392.00,2.20,1.26,0.340,[Fe/H],3.88
1,1,2166.00000000,13.400,1.530000,0.200000,,5955.00,1.10,1.27,-0.130,[Fe/H],4.46
1,1,11.81430000,7.398,0.471000,0.220000,1089,5576.00,1.75,1.16,0.421,[Fe/H],4.02
1,1,49.77000000,4.430,1.140000,0.310000,,5599.00,0.87,0.84,-0.240,[Fe/H],4.48
1,1,1179.00000000,13.700,0.754000,0.120000,,5577.00,1.67,1.03,0.390,[Fe/H],4.03
1,1,10354.83750000,12.200,16.200000,0.210000,,5770.00,1.58,1.08,-0.080,[Fe/H],4.00
1,1,143.58000000,13.400,0.269000,0.140000,,4995.00,0.85,0.70,0.150,[Fe/H],4.26
1,1,1576.00000000,13.700,0.856000,0.140000,,4798.00,4.20,1.11,0.120,[M/H],3.22
1,1,,12.900,4.070000,,916,7595.00,1.49,1.60,0.140,[Fe/H],4.34
1,1,482.00000000,12.400,9.740000,0.110000,,4218.00,41.01,3.70,-0.180,[Fe/H],1.78
1,1,55.08700000,3.890,3.980000,0.197000,385,5212.00,0.87,0.83,0.040,[Fe/H],4.54
1,1,4375.00000000,13.000,2.970000,0.060000,,5312.00,0.84,0.70,0.410,[Fe/H],4.43
1,1,362.50000000,13.700,0.863000,0.170000,,5020.00,4.75,1.37,-0.300,[Fe/H],3.33
1,1,647.29999000,12.100,20.700000,0.300000,,3943.00,51.10,10.94,-0.240,[Fe/H],2.06
1,1,514.00000000,13.700,0.774000,0.410000,,4725.00,7.43,0.96,-0.450,[Fe/H],2.76
1,1,,13.300,1.860000,,,10000.00,2.25,2.40,,,4.14
1,1,9.49090000,2.354,3.900000,0.060000,757,5175.00,0.74,0.89,-0.300,[Fe/H],4.49
1,1,433.80000000,13.400,1.430000,0.079000,,4925.00,4.60,1.41,-0.020,[Fe/H],3.36
1,1,6022.97250000,12.700,5.790000,0.860000,,5790.00,1.01,1.03,0.050,[Fe/H],4.51
1,1,439.29999000,14.300,0.263000,0.090000,,5282.00,0.98,0.76,0.350,[Fe/H],4.34
1,1,184.20000000,12.600,7.160000,0.020000,,4780.00,10.31,2.10,0.310,[Fe/H],2.94
1,1,55.19900000,3.640,1.470000,0.180000,,4006.00,0.51,0.63,,,4.73
1,1,144.30000000,13.400,1.440000,0.090000,,4945.00,11.60,2.42,0.030,[Fe/H],2.60
1,1,499.48000000,13.500,1.110000,0.549000,,5180.00,0.83,0.78,-0.260,[Fe/H],4.43
1,1,57.43500000,13.200,0.273000,0.170000,,3901.00,0.65,0.69,-0.140,[Fe/H],4.65
1,1,41.51600000,3.610,1.480000,0.160000,,4881.00,0.77,0.79,,,4.52
1,1,34.15000000,3.890,1.340000,0.250000,,4010.00,0.60,0.62,,,4.62
1,1,17.81800000,5.110,0.943000,0.500000,,4015.50,0.60,0.58,,,4.66
1,1,124.60000000,12.500,8.210000,0.230000,,4830.00,10.28,1.54,-0.310,[Fe/H],2.53
1,1,,16.814,3.310000,,1500,8840.00,1.77,1.96,,,4.32
1,1,1084.50000000,12.800,5.000000,0.130000,,5000.00,8.93,2.50,0.160,[Fe/H],2.90
1,1,6.95950300,10.070,0.390000,0.059000,1174,5675.00,1.38,1.22,0.000,,4.20
1,1,2556.50000000,12.400,10.200000,0.590000,,4985.00,8.69,2.41,0.150,[Fe/H],2.85
1,1,87.19000000,4.550,1.100000,0.210000,,4146.00,0.68,0.66,,,4.54
1,1,822.30000000,13.300,1.780000,0.070000,,4850.00,5.77,1.74,0.200,[Fe/H],3.10
1,1,,12.000,23.200000,,2700,10500.00,2.11,2.50,-0.500,[Fe/H],4.13
1,1,111.70000000,13.400,1.520000,0.290000,,3420.00,0.48,0.48,,,4.76
1,1,5.05050000,13.700,0.740000,0.020000,,5519.00,0.89,0.97,0.230,[Fe/H],4.53
1,1,1058.80000000,12.100,19.700000,0.610000,,5020.00,5.34,1.93,0.290,[Fe/H],3.26
1,1,,11.777,23.500000,,,5927.14,1.01,1.08,-0.036,[M/H],4.46
1,1,,12.442,27.200000,,1200,6785.00,1.47,1.30,0.020,[M/H],4.40
1,1,302.79999000,13.300,1.690000,0.140000,,6167.00,1.13,1.34,0.160,[Fe/H],4.46
1,1,734.00000000,12.700,5.370000,0.180000,,4740.10,10.27,2.10,0.120,[Fe/H],2.52
1,1,19.30440000,3.840,2.600000,0.310000,703,5620.00,0.98,0.92,-0.070,[Fe/H],4.50
1,1,1.67383300,3.590,1.500000,0.000000,1748,6168.00,1.22,1.23,0.260,[Fe/H],4.35
1,1,14.67728600,2.000,3.200000,0.100000,,4819.00,0.73,0.80,0.140,[Fe/H],4.51
1,1,9.91561500,1.300,5.600000,0.100000,,4695.00,0.71,0.77,0.140,[Fe/H],4.53
1,1,1.97423800,1.960,3.280000,0.090000,,3546.46,0.49,0.43,0.140,[Fe/H],4.74
1,1,8.26770400,3.370,4.310000,,814,5464.00,0.91,0.99,0.250,[Fe/H],4.51
1,1,3.31395900,15.980,0.350000,0.000000,1649,6061.00,1.81,1.30,0.140,[Fe/H],4.04
1,1,4.73399900,5.330,2.220000,0.180000,1360,5599.00,1.76,1.17,0.360,[Fe/H],4.02
1,1,39.93767000,7.550,0.567000,,734,5433.00,5.15,1.35,-0.120,[Fe/H],4.56
