pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
Kepler-312 c,Kepler-312,1,2,0,19.74741200,0.153000,3.150,0.281,10.10000,0.03170,M-R relationship,0.000000,165.82,754,1,,6115.00,1.47,1.23,0.121,[M/H],0.598,4.19,1.480,0.30899,,,,12.9211000
Kepler-313 b,Kepler-313,1,2,0,14.97041800,0.125000,2.530,0.226,6.94000,0.02180,M-R relationship,0.000000,143.33,883,0,,5727.00,1.54,1.08,0.160,[Fe/H],0.312,4.13,6.610,0.53698,,,,14.1106000
Kepler-313 c,Kepler-313,1,2,0,32.27327300,0.208000,2.570,0.229,7.13000,0.02240,M-R relationship,0.000000,51.50,683,0,,5727.00,1.54,1.08,0.160,[Fe/H],0.312,4.13,6.610,0.51978,,,,14.1106000
Kepler-314 b,Kepler-314,1,2,0,2.46106900,0.035000,0.830,0.074,0.49800,0.00157,M-R relationship,0.000000,488.67,1195,0,,5378.00,0.95,1.02,0.322,[M/H],-0.226,4.46,2.400,1.49432,,,-21.98,12.5226000
Kepler-314 c,Kepler-314,1,2,0,5.96039200,0.064000,2.900,0.259,8.75000,0.02750,M-R relationship,0.000000,149.98,890,0,,5378.00,0.95,1.02,0.322,[M/H],-0.226,4.46,2.400,1.49432,,,-21.98,12.5226000
Kepler-315 b,Kepler-315,1,2,0,96.10114100,0.402000,3.770,0.336,13.70000,0.04300,M-R relationship,0.000000,6.67,409,1,,5796.00,1.04,0.98,-0.280,[M/H],0.004,4.38,4.900,0.03981,,,,15.2885000
Kepler-315 c,Kepler-315,1,2,0,265.46933500,0.791000,4.150,0.370,16.10000,0.05060,M-R relationship,0.000000,1.72,291,0,,5796.00,1.04,0.98,-0.280,[M/H],0.004,4.38,4.900,0.23769,,,,15.2885000
Kepler-316 b,Kepler-316,1,2,0,2.24050800,0.027000,1.060,0.095,1.20000,0.00377,M-R relationship,0.000000,164.78,837,0,,4204.00,0.52,0.59,-0.230,[Fe/H],-0.936,4.74,3.310,5.73497,,,,15.1944000
Kepler-316 c,Kepler-316,1,2,0,6.82776600,0.058000,1.160,0.103,1.65000,0.00521,M-R relationship,0.000000,37.38,577,0,,4204.00,0.52,0.59,-0.230,[Fe/H],-0.936,4.74,3.310,4.28989,,,,15.1944000
Kepler-317 b,Kepler-317,1,2,0,5.52424200,0.061000,2.090,0.186,109.80000,0.34500,Mass,0.000000,151.65,976,0,,5497.00,0.94,0.86,0.130,[Fe/H],-0.208,4.49,3.720,1.48079,,,,15.4571000
Kepler-317 c,Kepler-317,1,2,0,8.77501000,0.083000,1.720,0.153,3.61000,0.01130,M-R relationship,0.000000,81.76,837,0,,5497.00,0.94,0.86,0.130,[Fe/H],-0.208,4.49,3.720,1.53878,,,,15.4571000
Kepler-318 b,Kepler-318,1,2,0,4.66271500,0.056000,4.710,0.420,19.90000,0.06270,M-R relationship,0.000000,333.15,1039,0,,5746.00,1.19,1.02,0.332,[M/H],0.004,4.33,1.620,2.11450,,,,13.2810000
Kepler-318 c,Kepler-318,1,2,0,11.81500700,0.105000,3.680,0.328,13.10000,0.04130,M-R relationship,0.000000,96.51,762,0,,5746.00,1.19,1.02,0.332,[M/H],0.004,4.33,1.620,1.79265,,,,13.2810000
Kepler-319 b,Kepler-319,1,3,0,4.36270500,0.051000,1.630,0.145,3.29000,0.01040,M-R relationship,0.000000,253.66,1023,0,,5526.00,0.90,0.96,-0.015,[M/H],-0.181,4.49,3.550,3.64696,,,,13.7908000
Kepler-319 c,Kepler-319,1,3,0,6.94135700,0.069000,2.630,0.235,7.41000,0.02330,M-R relationship,0.000000,136.34,876,0,,5526.00,0.90,0.96,-0.015,[M/H],-0.181,4.49,3.550,11.00889,,,,13.7908000
Kepler-319 d,Kepler-319,1,3,0,31.78192500,0.191000,2.290,0.204,5.86000,0.01840,M-R relationship,0.000000,17.96,528,0,,5526.00,0.90,0.96,-0.015,[M/H],-0.181,4.49,3.550,3.14049,,,,13.7908000
Kepler-32 b,Kepler-32,1,5,0,5.90124000,0.050000,2.200,0.196,1303.00000,4.10000,Mass,0.000000,22.02,514,1,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],-1.292,4.64,2.690,4.21511,,,-32.50,15.8123000
Kepler-32 c,Kepler-32,1,5,0,8.75220000,0.090000,2.000,0.178,158.90000,0.50000,Mass,0.000000,10.68,451,1,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],-1.292,4.64,2.690,4.21511,,,-32.50,15.8123000
Kepler-32 d,Kepler-32,1,5,0,22.78020000,0.130000,2.700,0.241,7.75000,0.02440,M-R relationship,0.000000,3.63,328,0,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],-1.292,4.64,2.690,4.21511,,,-32.50,15.8123000
Kepler-32 e,Kepler-32,1,5,0,2.89600000,0.033000,1.500,0.134,2.86000,0.00899,M-R relationship,0.000000,56.65,652,0,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],-1.292,4.64,2.690,4.21511,,,-32.50,15.8123000
Kepler-32 f,Kepler-32,1,5,0,0.74296000,0.013000,0.820,0.073,0.47700,0.00150,M-R relationship,0.000000,349.64,1026,0,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],-1.292,4.64,2.690,4.21511,,,-32.50,15.8123000
Kepler-320 b,Kepler-320,1,2,0,8.37155400,0.085000,1.140,0.102,1.55000,0.00489,M-R relationship,0.000000,280.56,1292,0,,6435.00,1.11,1.33,-0.123,[M/H],0.374,4.42,2.140,0.93157,,,,13.4337000
Kepler-320 c,Kepler-320,1,2,0,17.93493700,0.142000,1.370,0.122,2.45000,0.00771,M-R relationship,0.000000,101.62,1002,0,,6435.00,1.11,1.33,-0.123,[M/H],0.374,4.42,2.140,0.01393,,,,13.4337000
Kepler-321 b,Kepler-321,1,2,0,4.91537900,0.057000,1.770,0.158,3.78000,0.01190,M-R relationship,0.000000,296.15,1042,0,,5740.00,1.19,1.03,0.121,[M/H],-0.008,4.30,2.090,1.47880,,,-10.77,12.7549000
Kepler-321 c,Kepler-321,1,2,0,13.09392100,0.110000,2.320,0.207,5.99000,0.01890,M-R relationship,0.000000,80.10,752,0,,5740.00,1.19,1.03,0.121,[M/H],-0.008,4.30,2.090,1.47880,,,-10.77,12.7549000
Kepler-322 b,Kepler-322,1,2,0,1.65388800,0.027000,1.010,0.090,1.01000,0.00317,M-R relationship,0.000000,735.18,1373,0,,5388.00,0.89,0.92,0.050,[Fe/H],-0.288,4.50,14.000,2.17106,6.3000,,-22.96,13.5033000
Kepler-322 c,Kepler-322,1,2,0,4.33723400,0.051000,1.670,0.149,3.43000,0.01080,M-R relationship,0.000000,203.41,996,0,,5388.00,0.89,0.92,0.050,[Fe/H],-0.288,4.50,14.000,2.48833,6.3000,,-22.96,13.5033000
Kepler-323 b,Kepler-323,1,2,0,1.67832700,0.028000,1.430,0.128,684.40000,2.15300,Mass,0.000000,1774.33,1659,0,,5987.00,1.18,1.09,-0.215,[M/H],0.151,4.31,3.960,1.16534,,,,12.6580000
Kepler-323 c,Kepler-323,1,2,0,3.55382200,0.046000,1.630,0.145,79.70000,0.25100,Mass,0.000000,650.01,1292,0,,5987.00,1.18,1.09,-0.215,[M/H],0.151,4.31,3.960,1.04614,,,,12.6580000
Kepler-324 b,Kepler-324,1,2,0,4.38531500,0.050000,1.140,0.102,1.55000,0.00489,M-R relationship,0.000000,194.34,935,0,,5194.00,0.84,0.87,0.030,[Fe/H],-0.308,4.53,0.800,2.04467,,,,14.0909000
Kepler-324 c,Kepler-324,1,2,0,51.80561200,0.260000,3.150,0.281,10.10000,0.03170,M-R relationship,0.000000,7.23,410,1,,5194.00,0.84,0.87,0.030,[Fe/H],-0.308,4.53,0.800,0.08711,,,,14.0909000
Kepler-325 b,Kepler-325,1,3,0,4.54443900,0.053000,2.910,0.260,8.80000,0.02770,M-R relationship,0.000000,210.55,1017,0,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,7.88553,,,,15.0053000
Kepler-325 c,Kepler-325,1,3,0,12.76217200,0.105000,2.540,0.227,6.99000,0.02200,M-R relationship,0.000000,53.04,721,0,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,0.94540,,,,15.0053000
Kepler-325 d,Kepler-325,1,3,0,38.71518500,0.220000,2.790,0.249,8.20000,0.02580,M-R relationship,0.000000,12.08,498,0,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,4.98437,,,,15.0053000
Kepler-326 b,Kepler-326,1,3,0,2.24832900,0.032000,1.520,0.136,44.60000,0.14000,Mass,0.000000,783.45,1127,0,,5105.00,0.80,0.85,0.239,[M/H],-0.157,4.56,14.000,2.50206,,,,13.6788000
Kepler-326 c,Kepler-326,1,3,0,4.58035800,0.051000,1.400,0.125,17.40000,0.05500,Mass,0.000000,303.62,889,0,,5105.00,0.80,0.85,0.239,[M/H],-0.157,4.56,14.000,4.25805,,,,13.6788000
Kepler-326 d,Kepler-326,1,3,0,6.76688800,0.066000,1.210,0.108,6.90000,0.02200,Mass,0.000000,180.64,781,0,,5105.00,0.80,0.85,0.239,[M/H],-0.157,4.56,14.000,12.80903,,,,13.6788000
Kepler-327 b,Kepler-327,1,3,0,2.54957500,0.029000,1.110,0.099,1.41000,0.00444,M-R relationship,0.000000,73.06,682,0,,3799.00,0.49,0.59,-0.200,[Fe/H],-1.260,4.76,3.020,3.77387,,,,14.9804000
Kepler-327 c,Kepler-327,1,3,0,5.21233300,0.047000,1.030,0.092,20.30000,0.06400,Mass,0.000000,28.27,537,0,,3799.00,0.49,0.59,-0.200,[Fe/H],-1.260,4.76,3.020,3.77387,,,,14.9804000
Kepler-327 d,Kepler-327,1,3,0,13.96945700,0.090000,1.730,0.154,3.64000,0.01150,M-R relationship,0.000000,7.59,387,0,,3799.00,0.49,0.59,-0.200,[Fe/H],-1.260,4.76,3.020,3.77387,,,,14.9804000
Kepler-328 b,Kepler-328,1,2,0,34.92100000,0.219900,2.300,0.205,28.50000,0.09000,Mass,0.000000,57.08,602,1,,6064.00,1.06,1.15,0.080,[Fe/H],0.440,4.44,2.570,0.02146,,,,15.6036000
Kepler-328 c,Kepler-328,1,2,0,71.31200000,0.354000,5.400,0.482,39.40000,0.12400,Mass,0.000000,22.02,475,1,,6064.00,1.06,1.15,0.080,[Fe/H],0.440,4.44,2.570,0.99346,,,,15.6036000
Kepler-329 b,Kepler-329,1,2,0,7.41639700,0.061000,1.400,0.125,2.54000,0.00800,M-R relationship,0.000000,40.69,547,0,,4257.00,0.52,0.60,-0.440,[Fe/H],-0.971,4.74,3.470,4.72946,,,,15.4312000
Kepler-329 c,Kepler-329,1,2,0,18.68473700,0.113000,1.930,0.172,4.38000,0.01380,M-R relationship,0.000000,11.87,402,0,,4257.00,0.52,0.60,-0.440,[Fe/H],-0.971,4.74,3.470,2.46841,,,,15.4312000
Kepler-33 b,Kepler-33,1,5,0,5.66793000,0.067700,1.740,0.155,3.68000,0.01160,M-R relationship,0.000000,744.01,1336,1,,5904.00,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.270,0.30000,3.4000,,14.09,13.9513000
Kepler-33 c,Kepler-33,1,5,0,13.17562000,0.118900,3.200,0.285,0.39000,0.00123,Mass,0.000000,241.76,1009,1,,5904.00,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.270,0.30000,3.4000,,14.09,13.9513000
Kepler-33 d,Kepler-33,1,5,0,21.77596000,0.166200,5.350,0.477,3.91000,0.01230,Mass,0.000000,123.69,853,1,,5904.00,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.270,0.30000,3.4000,,14.09,13.9513000
Kepler-33 e,Kepler-33,1,5,0,31.78440000,0.213800,4.020,0.359,5.57000,0.01753,Mass,0.000000,74.72,752,1,,5904.00,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.270,0.30000,3.4000,,14.09,13.9513000
Kepler-33 f,Kepler-33,1,5,0,41.02902000,0.253500,4.460,0.398,9.60000,0.03020,Mass,0.000000,53.18,691,1,,5904.00,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.270,0.30000,3.4000,,14.09,13.9513000
Kepler-330 b,Kepler-330,1,2,0,8.25978000,0.075000,1.350,0.120,2.39000,0.00752,M-R relationship,0.000000,66.58,714,0,,5117.00,0.72,0.79,0.160,[Fe/H],-0.442,4.64,0.700,2.75123,,,,15.2634000
Kepler-330 c,Kepler-330,1,2,0,15.95538700,0.116000,1.950,0.174,4.46000,0.01400,M-R relationship,0.000000,27.68,573,0,,5117.00,0.72,0.79,0.160,[Fe/H],-0.442,4.64,0.700,1.97492,,,,15.2634000
Kepler-331 b,Kepler-331,1,3,0,8.45749600,0.065000,1.820,0.162,3.97000,0.01250,M-R relationship,0.000000,35.98,540,0,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,6.72352,,,,15.8359000
Kepler-331 c,Kepler-331,1,3,0,17.28111000,0.105000,1.840,0.164,4.04000,0.01270,M-R relationship,0.000000,13.89,425,0,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,7.28232,,,,15.8359000
Kepler-331 d,Kepler-331,1,3,0,32.13432800,0.159000,1.640,0.146,3.33000,0.01050,M-R relationship,0.000000,6.07,346,0,,4347.00,0.49,0.65,0.118,[M/H],-0.784,4.77,1.200,10.12335,,,,15.8359000
Kepler-332 b,Kepler-332,1,3,0,7.62632400,0.070000,1.170,0.104,1.71000,0.00537,M-R relationship,0.000000,53.71,703,0,,4955.00,0.72,0.80,-0.100,[Fe/H],-0.584,4.61,2.820,4.39175,,,,14.0025000
Kepler-332 c,Kepler-332,1,3,0,15.99562200,0.114000,1.090,0.097,1.32000,0.00416,M-R relationship,0.000000,19.99,550,0,,4955.00,0.72,0.80,-0.100,[Fe/H],-0.584,4.61,2.820,3.31831,,,,14.0025000
Kepler-332 d,Kepler-332,1,3,0,34.21154000,0.189000,1.180,0.105,1.76000,0.00553,M-R relationship,0.000000,7.25,427,0,,4955.00,0.72,0.80,-0.100,[Fe/H],-0.584,4.61,2.820,2.48565,,,,14.0025000
Kepler-334 b,Kepler-334,1,3,0,5.47031900,0.061000,1.120,0.100,1.46000,0.00459,M-R relationship,0.000000,300.98,1090,0,,5828.00,1.07,1.07,-0.012,[M/H],0.056,4.38,1.600,1.51962,,,-32.12,12.7300000
Kepler-334 c,Kepler-334,1,3,0,12.75800500,0.107000,1.430,0.128,2.63000,0.00829,M-R relationship,0.000000,97.21,822,0,,5828.00,1.07,1.07,-0.012,[M/H],0.056,4.38,1.600,1.52710,,,-32.12,12.7300000
Kepler-334 d,Kepler-334,1,3,0,25.09849000,0.168000,1.410,0.126,2.57000,0.00809,M-R relationship,0.000000,39.48,656,0,,5828.00,1.07,1.07,-0.012,[M/H],0.056,4.38,1.600,1.43157,,,-32.12,12.7300000
Kepler-335 b,Kepler-335,1,2,0,6.56233100,0.075000,3.390,0.302,11.40000,0.03590,M-R relationship,0.000000,721.12,1290,0,,5877.00,1.85,1.03,0.278,[M/H],0.578,4.02,4.370,0.41998,,,,13.9603000
Kepler-335 c,Kepler-335,1,2,0,67.84446900,0.356000,3.070,0.274,9.64000,0.03030,M-R relationship,0.000000,32.03,592,0,,5877.00,1.85,1.02,0.278,[M/H],0.578,4.02,4.370,0.27409,,,,13.9603000
Kepler-336 b,Kepler-336,1,3,0,2.02482300,0.033000,1.020,0.091,1.04000,0.00328,M-R relationship,0.000000,1652.50,1625,0,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,0.67596,,,,13.5839000
Kepler-336 c,Kepler-336,1,3,0,9.60000100,0.092000,2.100,0.187,5.06000,0.01590,M-R relationship,0.000000,206.91,967,0,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,1.04528,,,,13.5839000
Kepler-336 d,Kepler-336,1,3,0,20.67877200,0.154000,2.370,0.211,6.21000,0.01950,M-R relationship,0.000000,74.36,749,0,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,0.96788,,,,13.5839000
Kepler-337 b,Kepler-337,1,2,0,3.29278100,0.045000,1.540,0.137,2.99000,0.00940,M-R relationship,0.000000,1589.01,1458,0,,5684.00,1.76,1.05,0.110,[Fe/H],0.481,4.00,8.200,0.23495,,,-64.57,12.7075000
Kepler-337 c,Kepler-337,1,2,0,9.69320100,0.093000,2.050,0.183,4.86000,0.01530,M-R relationship,0.000000,376.21,1017,0,,5684.00,1.76,1.05,0.110,[Fe/H],0.481,4.00,8.200,0.24967,,,-64.57,12.7075000
Kepler-338 b,Kepler-338,1,4,0,13.72697600,0.117000,2.440,0.218,30.60000,0.09600,Mass,0.040000,256.61,1005,1,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,12.0828000
Kepler-338 c,Kepler-338,1,4,0,24.31085600,0.172000,2.340,0.209,6.08000,0.01910,M-R relationship,0.030000,119.65,831,0,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.30621,,,-15.36,12.0828000
Kepler-338 d,Kepler-338,1,4,0,44.43101400,0.257000,3.000,0.268,9.27000,0.02920,M-R relationship,0.030000,53.56,680,0,,5923.00,1.74,1.20,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,12.0828000
Kepler-338 e,Kepler-338,1,4,0,9.34100000,0.089300,1.560,0.139,8.50000,0.02700,Mass,0.050000,428.52,1143,1,,5999.00,1.74,1.14,-0.029,[M/H],0.586,4.02,4.790,0.21664,,,-15.36,12.0828000
Kepler-339 b,Kepler-339,1,3,0,4.97765600,0.055000,1.420,0.127,2.60000,0.00819,M-R relationship,0.000000,159.94,1023,0,,5631.00,0.80,0.93,0.033,[M/H],-0.313,4.59,4.370,1.79524,,,,14.5134000
Kepler-339 c,Kepler-339,1,3,0,6.98805500,0.069000,1.150,0.103,7.30000,0.02300,Mass,0.000000,101.84,914,0,,5631.00,0.80,0.93,0.033,[M/H],-0.313,4.59,4.370,2.04813,,,,14.5134000
Kepler-339 d,Kepler-339,1,3,0,10.55834500,0.091000,1.170,0.104,14.70000,0.04600,Mass,0.000000,58.65,796,0,,5631.00,0.80,0.93,0.033,[M/H],-0.313,4.59,4.370,2.32006,,,,14.5134000
Kepler-340 b,Kepler-340,1,2,0,14.84438700,0.134000,2.530,0.226,6.94000,0.02180,M-R relationship,0.000000,274.32,1092,0,,6620.00,1.85,1.65,0.060,[Fe/H],0.867,4.06,1.290,0.38998,,,,12.3031000
Kepler-340 c,Kepler-340,1,2,0,22.82466900,0.178000,3.370,0.301,11.30000,0.03550,M-R relationship,0.000000,154.65,946,0,,6620.00,1.85,1.65,0.060,[Fe/H],0.867,4.06,1.290,0.62132,,,,12.3031000
Kepler-341 b,Kepler-341,1,4,0,5.19552800,0.060000,1.180,0.105,1.76000,0.00553,M-R relationship,0.000000,422.10,1085,0,,6012.00,1.02,1.00,0.140,[Fe/H],0.127,4.44,3.600,0.66349,,,,14.5672000
Kepler-341 c,Kepler-341,1,4,0,8.01041000,0.080000,1.700,0.152,3.53000,0.01110,M-R relationship,0.000000,237.43,940,0,,6012.00,1.02,1.00,0.140,[Fe/H],0.127,4.44,3.600,0.90734,,,,14.5672000
Kepler-341 d,Kepler-341,1,4,0,27.66631300,0.182000,1.850,0.165,4.08000,0.01280,M-R relationship,0.000000,45.42,622,0,,6012.00,1.02,1.00,0.140,[Fe/H],0.127,4.44,3.600,0.61984,,,,14.5672000
Kepler-341 e,Kepler-341,1,4,0,42.47326900,0.242000,1.990,0.178,4.62000,0.01450,M-R relationship,0.000000,25.67,539,0,,6012.00,1.02,1.00,0.140,[Fe/H],0.127,4.44,3.600,0.80682,,,,14.5672000
Kepler-342 b,Kepler-342,1,4,0,15.17031800,0.128000,2.250,0.201,5.69000,0.01790,M-R relationship,0.000000,160.26,905,0,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.49444,,,,13.0992000
Kepler-342 c,Kepler-342,1,4,0,26.23413800,0.185000,1.960,0.175,4.50000,0.01420,M-R relationship,0.000000,77.29,754,1,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.49444,,,,13.0992000
Kepler-342 d,Kepler-342,1,4,0,39.45935700,0.242000,2.490,0.222,6.76000,0.02130,M-R relationship,0.000000,44.83,658,1,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.01292,,,,13.0992000
Kepler-342 e,Kepler-342,1,4,0,1.64422461,0.029300,0.880,0.079,0.61500,0.00193,M-R relationship,0.000000,3111.32,1897,0,,6366.00,1.34,1.26,0.120,[Fe/H],0.453,4.28,2.040,0.49444,,,,13.0992000
Kepler-343 b,Kepler-343,1,2,0,8.96855000,0.088000,2.410,0.215,6.39000,0.02010,M-R relationship,0.000000,206.07,1024,0,,5807.00,1.43,1.08,0.145,[M/H],0.216,4.18,2.900,0.29453,,,,14.1102000
Kepler-343 c,Kepler-343,1,2,0,23.22182000,0.167000,2.020,0.180,4.74000,0.01490,M-R relationship,0.000000,57.93,746,0,,5807.00,1.43,1.08,0.145,[M/H],0.216,4.18,6.030,12.88107,,,,14.1102000
Kepler-344 b,Kepler-344,1,2,0,21.96394500,0.153000,2.610,0.233,7.32000,0.02300,M-R relationship,0.000000,27.33,643,0,,5774.00,0.98,0.93,0.040,[M/H],-0.185,4.45,6.600,6.56772,,,,15.3025000
Kepler-344 c,Kepler-344,1,2,0,125.59680900,0.488000,2.950,0.263,9.01000,0.02830,M-R relationship,0.000000,2.67,360,0,,5774.00,0.98,0.93,0.040,[M/H],-0.185,4.45,6.600,3.18698,,,,15.3025000
Kepler-345 b,Kepler-345,1,2,0,7.41556300,0.066000,0.740,0.066,0.50000,0.00157,Mass,0.000000,35.37,622,0,,4504.00,0.62,0.61,0.191,[M/H],-0.495,4.68,2.750,7.23834,,,,14.0341000
Kepler-345 c,Kepler-345,1,2,0,9.38742700,0.077000,1.200,0.107,2.20000,0.00692,Mass,0.000000,25.83,575,0,,4504.00,0.62,0.61,0.191,[M/H],-0.495,4.68,2.750,25.50198,,,,14.0341000
Kepler-346 b,Kepler-346,1,2,0,6.51112700,0.071000,2.660,0.237,7.56000,0.02380,M-R relationship,0.000000,134.36,1008,0,,6033.00,1.02,0.95,0.000,[Fe/H],-0.153,4.46,1.700,11.79405,,,,15.1549000
Kepler-346 c,Kepler-346,1,2,0,23.85154900,0.168000,3.070,0.274,9.64000,0.03030,M-R relationship,0.000000,23.81,654,0,,6033.00,1.02,0.95,0.000,[Fe/H],-0.153,4.46,1.700,4.19185,,,,15.1549000
Kepler-347 b,Kepler-347,1,2,0,12.79836000,0.110000,1.970,0.176,4.54000,0.01430,M-R relationship,0.000000,180.55,908,0,,6088.00,1.00,1.05,0.160,[Fe/H],0.342,4.47,0.300,0.14332,,,,14.4892000
Kepler-347 c,Kepler-347,1,2,0,27.32087100,0.183000,1.750,0.156,3.71000,0.01170,M-R relationship,0.000000,65.71,705,0,,6088.00,1.00,1.05,0.160,[Fe/H],0.342,4.47,3.890,2.28765,,,,14.4892000
Kepler-348 b,Kepler-348,1,2,0,7.05677000,0.076000,1.520,0.136,2.92000,0.00920,M-R relationship,0.000000,438.94,1196,0,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,12.5881000
Kepler-348 c,Kepler-348,1,2,0,17.26542700,0.138000,1.330,0.119,2.33000,0.00733,M-R relationship,0.000000,133.26,888,0,,6177.00,1.36,1.27,0.070,[Fe/H],0.433,4.24,2.290,0.85967,,,-25.97,12.5881000
Kepler-349 b,Kepler-349,1,2,0,5.92977800,0.065000,1.900,0.170,94.50000,0.29700,Mass,0.000000,248.27,972,0,,5956.00,0.93,1.02,0.151,[M/H],-0.007,4.52,3.090,3.48156,,,,14.7211000
Kepler-349 c,Kepler-349,1,2,0,12.24762900,0.105000,1.960,0.175,4.50000,0.01420,M-R relationship,0.000000,94.49,763,0,,5956.00,0.93,1.02,0.151,[M/H],-0.007,4.52,3.090,2.84430,,,,14.7211000
Kepler-350 b,Kepler-350,1,3,0,11.18956200,0.104000,1.850,0.165,4.08000,0.01280,M-R relationship,0.000000,257.72,1037,0,,6186.00,1.53,1.19,0.041,[M/H],0.428,4.15,4.000,0.39737,,,,13.7606000
Kepler-350 c,Kepler-350,1,3,0,17.84900000,0.138500,3.100,0.277,6.10000,0.01900,Mass,0.000000,138.41,888,1,,6492.30,1.25,1.00,0.041,[M/H],0.428,4.24,4.000,0.94911,,,,13.7606000
Kepler-350 d,Kepler-350,1,3,0,26.13600000,0.178600,2.800,0.250,14.90000,0.04700,Mass,0.000000,83.24,782,1,,6492.30,1.25,1.00,0.041,[M/H],0.428,4.24,4.000,0.68957,,,,13.7606000
Kepler-351 b,Kepler-351,1,3,0,37.05491900,0.214000,3.060,0.273,4.80000,0.01500,Mass,0.000000,11.98,498,0,,5643.00,0.85,0.81,-0.160,[Fe/H],-0.386,4.56,2.900,2.93353,,,,15.9665000
Kepler-351 c,Kepler-351,1,3,0,57.24809000,0.287000,3.190,0.285,11.10000,0.03500,Mass,0.000000,6.71,431,0,,5643.00,0.85,0.81,-0.160,[Fe/H],-0.386,4.56,2.900,2.34785,,,,15.9665000
Kepler-351 d,Kepler-351,1,3,0,142.54424700,0.517700,2.720,0.243,7.85000,0.02470,M-R relationship,0.000000,1.99,318,0,,5225.00,0.78,0.81,-0.160,[Fe/H],-0.386,4.58,4.900,1.94457,,,,15.9665000
Kepler-352 b,Kepler-352,1,2,0,10.05537000,0.085000,0.860,0.077,0.56600,0.00178,M-R relationship,0.000000,50.39,694,0,,5212.00,0.78,0.83,-0.070,[Fe/H],-0.432,4.57,3.470,3.24608,,,-5.87,12.9561000
Kepler-352 c,Kepler-352,1,2,0,16.33299500,0.118000,1.240,0.111,2.07000,0.00651,M-R relationship,0.000000,26.37,591,0,,5212.00,0.78,0.83,-0.070,[Fe/H],-0.432,4.57,3.470,3.24608,,,-5.87,12.9561000
Kepler-354 b,Kepler-354,1,3,0,5.47666000,0.054000,1.840,0.164,4.04000,0.01270,M-R relationship,0.000000,64.84,741,0,,4648.00,0.67,0.65,-0.030,[Fe/H],-0.714,4.63,13.800,0.79950,,,,15.5561000
Kepler-354 c,Kepler-354,1,3,0,16.93440200,0.115000,1.310,0.117,2.27000,0.00714,M-R relationship,0.000000,14.40,508,0,,4648.00,0.67,0.73,-0.030,[Fe/H],-0.714,4.63,5.250,2.28605,,,,15.5561000
Kepler-354 d,Kepler-354,1,3,0,24.20984200,0.146000,1.240,0.111,2.07000,0.00651,M-R relationship,0.000000,8.95,451,0,,4648.00,0.67,0.65,-0.030,[Fe/H],-0.714,4.63,13.800,1.91598,,,,15.5561000
Kepler-355 b,Kepler-355,1,2,0,11.03189000,0.102000,1.460,0.130,2.73000,0.00859,M-R relationship,0.000000,154.80,840,0,,6184.00,1.07,0.99,0.140,[Fe/H],0.195,4.44,3.720,0.69388,,,,15.0663000
Kepler-355 c,Kepler-355,1,2,0,25.76229400,0.179000,2.710,0.242,7.80000,0.02450,M-R relationship,0.000000,49.97,633,0,,6184.00,1.07,0.99,0.140,[Fe/H],0.195,4.44,3.720,0.60038,,,,15.0663000
Kepler-356 b,Kepler-356,1,2,0,4.61269600,0.057000,1.570,0.140,3.09000,0.00972,M-R relationship,0.000000,844.98,1294,0,,6133.00,1.33,1.17,-0.023,[M/H],0.461,4.26,2.540,0.40888,,,,12.9654000
