pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
HD 60532 c,HD 60532,1,2,600.10000000,1.600000,13.300,1.180,797.75330,2.51000,0.030000,F6 IV,6245.00,2.57,1.50,-0.260,[Fe/H],2.800,0.09257,25.9716000
HD 62509 b,HD 62509,1,1,589.64000000,1.640000,13.300,1.190,731.00000,2.30000,0.020000,K0IIIvar,4892.63,8.90,2.00,0.103,[M/H],0.980,,10.3400000
HD 63433 b,HD 63433,1,2,7.10793000,0.071900,2.150,0.192,5.27000,0.01660,0.000000,G5IV,5640.00,0.91,0.99,0.017,[M/H],0.414,1.82300,22.4035000
HD 63433 c,HD 63433,1,2,20.54530000,0.145800,2.670,0.238,7.61000,0.02390,0.000000,G5IV,5640.00,0.91,0.99,0.017,[M/H],0.414,1.82300,22.4035000
HD 63454 b,HD 63454,1,1,2.81805000,0.040000,12.310,1.098,79.45750,0.25000,0.000000,K4 V,4812.00,0.77,0.42,0.100,[Fe/H],1.000,2.36205,37.6894000
HD 63765 b,HD 63765,1,1,358.00000000,0.940000,14.200,1.270,168.44990,0.53000,0.240000,G9 V,5449.00,0.83,0.65,-0.160,[Fe/H],4.770,2.26279,32.5376000
HD 64114 b,HD 64114,1,1,45.79100000,0.246000,4.410,0.393,17.80000,0.05600,0.120000,G7 V,5676.00,0.88,0.95,,,,1.86653,31.5262000
HD 6434 b,HD 6434,1,1,21.99800000,0.140000,14.200,1.270,155.73670,0.49000,0.170000,G2/3 V,5769.00,1.12,1.10,-0.550,[Fe/H],11.270,1.03725,42.3580000
HD 65216 b,HD 65216,3,2,577.60000000,1.301000,13.600,1.220,411.58985,1.29500,0.270000,G5 V,5612.00,0.88,0.87,-0.168,[M/H],4.000,2.02264,35.1205000
HD 65216 c,HD 65216,3,2,5370.00000000,5.750000,13.400,1.190,645.19490,2.03000,0.170000,G5 V,5612.00,0.89,0.87,-0.168,[M/H],4.000,2.02264,35.1205000
HD 66141 b,HD 66141,1,1,480.50000000,1.200000,12.800,1.140,1906.90000,6.00000,0.070000,K2 III,4323.00,21.40,1.10,-0.323,[Fe/H],6.840,,68.1509000
HD 66428 b,HD 66428,1,1,2263.12000000,3.467000,13.100,1.170,1018.32732,3.20400,0.493000,G8 IV (+ G),5773.00,1.10,1.08,0.230,[Fe/H],3.515,0.91809,53.2817000
HD 67087 b,HD 67087,1,2,352.20000000,1.080000,13.100,1.170,973.00000,3.06000,0.170000,F8 V,6330.00,1.55,1.36,0.250,[Fe/H],1.450,0.63218,76.5217000
HD 67087 c,HD 67087,1,2,2374.00000000,3.860000,12.900,1.150,1540.00000,4.85000,0.760000,F8 V,6330.00,1.55,1.36,0.250,[Fe/H],1.450,0.63218,76.5217000
HD 6718 b,HD 6718,1,1,2496.00000000,3.550000,13.500,1.200,533.95440,1.68000,0.100000,G5 V,5801.00,0.95,1.08,-0.030,[Fe/H],,1.46629,51.3444000
HD 68402 b,HD 68402,1,1,1103.00000000,2.180000,13.100,1.170,975.73810,3.07000,0.030000,G5 IV/V,5950.00,1.02,1.12,0.290,[Fe/H],2.000,1.15978,78.4293000
HD 68988 b,HD 68988,1,1,6.27711000,0.070000,13.400,1.200,626.12510,1.97000,0.120000,G2 V,5932.00,1.19,1.28,0.350,[Fe/H],6.000,0.77119,60.8447000
HD 69830 b,HD 69830,1,3,8.66700000,0.078500,3.170,0.283,10.20000,0.03210,0.100000,K0V,5385.00,0.90,0.86,-0.050,[Fe/H],7.000,1.83000,12.5591000
HD 69830 c,HD 69830,1,3,31.56000000,0.186000,3.460,0.309,11.80000,0.03710,0.130000,K0V,5385.00,0.90,0.86,-0.050,[Fe/H],7.000,1.83000,12.5591000
HD 69830 d,HD 69830,1,3,197.00000000,0.630000,4.450,0.397,18.10000,0.05700,0.070000,K0V,5385.00,0.90,0.86,-0.050,[Fe/H],7.000,1.83000,12.5591000
HD 70573 b,HD 70573,1,1,851.80000000,1.760000,12.800,1.140,1900.00000,6.10000,0.400000,G1-1.5 V,5737.00,0.98,1.00,-0.180,[Fe/H],0.102,1.65157,59.1820000
HD 70642 b,HD 70642,1,1,2124.54000000,3.318000,13.400,1.190,633.43519,1.99300,0.175000,G5,5732.00,0.98,1.08,0.220,[Fe/H],0.919,1.23591,29.2760000
HD 7199 b,HD 7199,1,1,615.00000000,1.360000,11.100,0.993,85.81410,0.27000,0.190000,K1 IV,5371.00,0.97,0.77,0.320,[Fe/H],6.790,1.33716,36.1531000
HD 72490 b,HD 72490,1,1,858.00000000,1.880000,13.500,1.200,561.92344,1.76800,0.124000,G5,4934.00,4.96,1.21,-0.130,[M/H],,,126.3390000
HD 72659 b,HD 72659,1,1,3658.00000000,4.750000,13.000,1.160,1223.64550,3.85000,0.220000,G2 V,5932.00,1.46,1.43,-0.020,[Fe/H],6.500,0.50332,51.8949000
HD 72892 b,HD 72892,1,1,39.47500000,0.228000,12.800,1.140,1732.17350,5.45000,0.423000,G5 V,5688.00,1.22,1.02,0.250,[Fe/H],8.000,0.90727,69.7311000
HD 73267 b,HD 73267,1,1,1245.36000000,2.187000,13.100,1.170,984.31951,3.09700,0.230000,G5 V,5387.00,0.91,0.90,0.070,[Fe/H],8.140,1.60129,50.4093000
HD 73526 b,HD 73526,1,2,188.30000000,0.650000,13.100,1.170,978.91640,3.08000,0.190000,G6 V,5601.00,1.53,1.14,0.220,[Fe/H],9.200,0.33748,97.2396000
HD 73526 c,HD 73526,1,2,379.10000000,1.030000,13.300,1.190,715.09000,2.25000,0.280000,G6 V,5633.00,1.53,1.01,0.232,[M/H],9.590,0.33748,97.2396000
HD 73534 b,HD 73534,1,1,1750.00000000,2.990000,13.700,1.230,353.42696,1.11200,0.126000,G5,4917.00,2.58,1.16,0.232,[Fe/H],7.040,,83.3321000
HD 74156 b,HD 74156,1,2,51.64500000,0.292000,13.400,1.200,572.07000,1.80000,0.627000,G0,6068.00,1.48,1.24,0.110,[Fe/H],3.700,0.47904,57.6030000
HD 74156 c,HD 74156,1,2,2473.00000000,3.850000,12.600,1.120,2561.60000,8.06000,0.432000,G0,6068.00,1.48,1.24,0.110,[Fe/H],3.700,0.47904,57.6030000
HD 7449 b,HD 7449,2,1,1255.50000000,2.380000,14.200,1.270,161.45764,0.50800,0.920000,F9.5 V,6024.00,0.97,1.05,-0.105,[M/H],2.100,1.45002,38.6620000
HD 75289 b,HD 75289,2,1,3.50927000,0.050000,14.200,1.270,155.73670,0.49000,0.030000,G0,6117.00,1.23,1.29,0.260,[Fe/H],5.600,0.71252,29.1158000
HD 75784 b,HD 75784,1,2,341.20000000,1.032000,13.800,1.230,317.83000,1.00000,0.097000,G5,4867.00,3.40,1.26,0.250,[Fe/H],4.000,,85.4321000
HD 75784 c,HD 75784,1,2,7900.00000000,8.400000,12.800,1.140,1792.56120,5.64000,0.489000,G5,4867.00,3.40,1.26,0.280,[Fe/H],5.360,,85.4321000
HD 75898 b,HD 75898,1,1,422.90000000,1.191000,13.200,1.180,861.31930,2.71000,0.110000,G0,5963.00,1.58,1.26,0.280,[Fe/H],3.560,0.33922,78.0505000
HD 76700 b,HD 76700,1,1,3.97097000,0.050000,9.600,0.856,66.74430,0.21000,0.090000,G6 V,5644.00,1.37,0.99,0.310,[Fe/H],11.000,0.50380,60.8831000
HD 76920 b,HD 76920,1,1,415.40000000,1.149000,13.000,1.160,1249.07190,3.93000,0.856000,K1 III,4698.00,7.47,1.17,-0.110,[Fe/H],7.100,,184.0310000
HD 77338 b,HD 77338,1,1,5.73610000,0.060000,4.120,0.368,15.90000,0.05000,0.090000,K0 IV,5341.00,0.97,1.37,0.320,[Fe/H],,1.46086,45.9350000
HD 7924 b,HD 7924,1,3,5.39792000,0.060000,2.400,0.214,6.35660,0.02000,0.060000,K0.5 V,5131.00,0.78,0.65,-0.210,[Fe/H],0.880,2.47756,16.9922000
HD 7924 c,HD 7924,1,3,15.29900000,0.113400,2.720,0.243,7.86000,0.02473,0.098000,K0.5 V,5075.00,0.78,0.83,-0.150,[Fe/H],0.880,2.47756,16.9922000
HD 7924 d,HD 7924,1,3,24.45100000,0.155100,2.420,0.216,6.44000,0.02026,0.210000,K0.5 V,5075.00,0.78,0.83,-0.150,[Fe/H],0.880,2.47756,16.9922000
HD 79498 b,HD 79498,2,1,1807.00000000,2.980000,13.600,1.220,425.89220,1.34000,0.575000,G5,5748.00,1.05,1.08,0.180,[Fe/H],2.710,1.00985,48.9489000
HD 80606 b,HD 80606,2,1,111.43670000,0.456500,11.994,1.070,1392.09540,4.38000,0.930000,G5,5561.00,1.04,1.15,0.350,[Fe/H],5.900,1.45000,66.4711000
HD 80653 b,HD 80653,1,1,0.71957300,0.016600,1.613,0.144,5.60000,0.01762,,G2,6080.00,1.22,1.18,,,2.670,0.90000,109.8600000
HD 81040 b,HD 81040,1,1,1001.70001000,1.940000,12.600,1.130,2310.62410,7.27000,0.530000,G2/G3,5755.00,0.91,1.05,-0.030,[Fe/H],0.730,1.88323,34.4341000
HD 81688 b,HD 81688,1,1,184.02000000,0.810000,13.200,1.180,858.10000,2.70000,0.000000,G5,4753.00,13.00,2.10,-0.359,[Fe/H],1.480,,85.7183000
HD 81817 b,HD 81817,1,1,1047.10000000,3.300000,11.900,1.060,8613.19300,27.10000,0.170000,K3 III,4140.00,83.80,4.30,-0.170,[Fe/H],0.150,,269.1260000
HD 82886 b,HD 82886,1,1,705.00000000,1.580000,13.300,1.190,740.54390,2.33000,0.070000,G0,4953.00,5.26,2.53,-0.310,[Fe/H],7.000,,127.0610000
HD 82943 b,HD 82943,1,2,441.47000000,1.183060,13.500,1.200,534.25000,1.68100,0.162000,G2/3V,5935.00,1.18,1.08,0.260,[M/H],2.350,0.92061,27.5902000
HD 82943 c,HD 82943,1,2,220.07800000,0.743450,13.400,1.200,622.60300,1.95900,0.366300,G2/3V,5935.00,1.18,1.08,0.260,[M/H],2.350,0.92061,27.5902000
HD 8326 b,HD 8326,1,1,158.99100000,0.533000,9.580,0.855,66.60000,0.20955,0.200000,K2 V,4914.00,0.78,0.80,0.040,[M/H],,2.31959,30.6862000
HD 83443 b,HD 83443,1,1,2.98570000,0.040000,12.700,1.140,108.06220,0.34000,0.010000,K0/1 V + G (III),5442.00,0.94,0.79,0.350,[Fe/H],3.200,1.32072,40.8991000
HD 8535 b,HD 8535,2,1,1313.00000000,2.450000,14.000,1.250,216.12440,0.68000,0.150000,G0 V,6136.00,1.19,1.13,0.060,[Fe/H],,0.80938,55.4401000
HD 85390 b,HD 85390,1,1,799.52000000,1.373000,6.160,0.550,31.46517,0.09900,0.500000,K1.5 V,5186.00,0.80,0.76,-0.070,[Fe/H],7.200,2.21458,33.5225000
HD 85512 b,HD 85512,1,1,58.43000000,0.260000,1.720,0.153,3.60000,0.01100,0.110000,K5 V,4300.00,0.71,0.43,-0.260,[Fe/H],5.610,2.92932,11.2810000
HD 8574 b,HD 8574,1,1,227.00000000,0.760000,13.400,1.190,645.19490,2.03000,0.300000,F8,6064.00,1.38,1.34,0.010,[Fe/H],5.600,0.55980,44.8264000
HD 86081 b,HD 86081,2,1,2.13784310,0.034600,13.600,1.210,470.38840,1.48000,0.011900,F8,5939.00,1.46,1.21,0.220,[Fe/H],3.610,0.35125,103.9360000
HD 86226 b,HD 86226,1,2,1628.00000000,2.730000,14.300,1.280,143.02350,0.45000,0.059000,G1 V,5863.00,1.05,1.02,0.018,[Fe/H],4.600,1.23300,45.6830000
HD 86226 c,HD 86226,1,2,3.98442000,0.049000,2.160,0.193,7.25000,0.02281,0.075000,G1 V,5863.00,1.05,1.02,0.018,[Fe/H],4.600,1.23300,45.6830000
HD 86264 b,HD 86264,1,1,1475.00000000,2.860000,12.700,1.130,2224.81000,7.00000,0.700000,F7 V,6210.00,1.88,1.42,0.202,[Fe/H],2.240,0.38025,67.8107000
HD 8673 b,HD 8673,2,1,1634.00000000,3.020000,12.300,1.100,4513.00000,14.20000,0.723000,F5,6389.05,1.50,1.28,0.147,[M/H],,0.53229,37.8619000
HD 86950 b,HD 86950,1,1,1270.00000000,2.720000,13.000,1.160,1144.18800,3.60000,0.170000,K1 III,4805.00,8.80,1.66,0.040,[Fe/H],,,209.8390000
HD 87646 b,HD 87646,3,1,13.48100000,0.117000,12.400,1.100,3941.09200,12.40000,0.050000,G,5770.00,1.55,1.12,-0.170,[Fe/H],,,73.5835200
HD 87883 b,HD 87883,1,1,2754.00000000,3.580000,13.500,1.210,489.45820,1.54000,0.530000,K0,4915.00,0.79,0.66,0.050,[Fe/H],9.800,2.22751,18.2912000
HD 88133 b,HD 88133,1,1,3.41488400,0.047900,13.800,1.230,324.18660,1.02000,0.031000,G5,5392.00,2.20,1.26,0.340,[Fe/H],5.370,0.15836,73.6123000
HD 89307 b,HD 89307,1,1,2166.00000000,3.270000,13.400,1.190,670.62130,2.11000,0.200000,G0,5955.00,1.10,1.27,-0.130,[Fe/H],2.310,1.17883,32.0104000
HD 89345 b,HD 89345,1,1,11.81430000,0.106600,7.398,0.660,34.96130,0.11000,0.220000,G5,5576.00,1.75,1.16,0.421,[Fe/H],7.530,0.30500,132.3450000
HD 89744 b,HD 89744,2,1,256.78000000,0.917000,12.600,1.120,2653.88050,8.35000,0.677000,F7 V,6291.00,2.13,1.86,0.224,[M/H],1.880,0.17589,38.6364000
HD 90156 b,HD 90156,1,1,49.77000000,0.250000,4.430,0.395,17.98000,0.05700,0.310000,G5V,5599.00,0.87,0.84,-0.240,[Fe/H],4.400,1.95613,21.9496000
HD 9174 b,HD 9174,1,1,1179.00000000,2.200000,13.700,1.230,352.79130,1.11000,0.120000,G8 IV,5577.00,1.67,1.03,0.390,[Fe/H],9.000,0.28402,81.4893000
HD 92788 b,HD 92788,1,2,325.80300000,0.970000,13.000,1.160,1195.04080,3.76000,0.350000,G6 V,5744.00,1.14,1.15,0.270,[Fe/H],2.550,0.95143,34.6538000
HD 92788 c,HD 92788,1,2,11611.29750000,10.500000,13.000,1.160,1166.43610,3.67000,0.460000,G6 V,5744.00,1.14,1.15,0.270,[Fe/H],2.550,0.95143,34.6538000
HD 92987 b,HD 92987,1,1,10354.83750000,9.620000,12.200,1.090,5364.97040,16.88000,0.210000,G2/G3 V,5770.00,1.58,1.08,-0.080,[Fe/H],7.750,0.36375,43.5339000
HD 93083 b,HD 93083,1,1,143.58000000,0.477000,13.400,1.200,117.59000,0.37000,0.140000,K3 V,4995.00,0.85,0.70,0.150,[Fe/H],1.000,2.04813,28.5159000
HD 9446 b,HD 9446,1,2,30.05200000,0.189000,14.000,1.250,222.47200,0.70000,0.200000,G5 V,5793.00,1.00,1.00,0.090,[Fe/H],,1.51723,50.3503000
HD 9446 c,HD 9446,1,2,192.90000000,0.654000,13.400,1.200,578.42600,1.82000,0.060000,G5 V,5793.00,1.00,1.00,0.090,[Fe/H],,1.51723,50.3503000
HD 94834 b,HD 94834,1,1,1576.00000000,2.740000,13.700,1.220,400.46580,1.26000,0.140000,K0,4798.00,4.20,1.11,0.120,[M/H],,,98.1609000
HD 95086 b,HD 95086,1,1,,55.700000,12.900,1.150,1589.00000,5.00000,,A8 III,7595.00,1.49,1.60,0.140,[Fe/H],0.017,0.75944,86.2279000
HD 95089 b,HD 95089,1,2,464.40000000,1.360000,13.700,1.220,400.46580,1.26000,0.119000,G8/K0 IV,4918.00,5.08,1.54,0.050,[Fe/H],2.500,,136.9570000
HD 95089 c,HD 95089,1,2,1785.00000000,3.330000,13.100,1.170,1096.51350,3.45000,0.284000,G8/K0 IV,4918.00,5.08,1.54,0.050,[Fe/H],1.850,,136.9570000
HD 95127 b,HD 95127,1,1,482.00000000,1.280000,12.400,1.110,3378.53290,10.63000,0.110000,K0,4218.00,41.01,3.70,-0.180,[Fe/H],5.500,,676.5790000
HD 95338 b,HD 95338,1,1,55.08700000,0.262000,3.890,0.347,42.44000,0.13353,0.197000,K0.5 V,5212.00,0.87,0.83,0.040,[Fe/H],5.080,1.68654,36.9941000
HD 95872 b,HD 95872,1,1,4375.00000000,5.150000,13.000,1.160,1188.68420,3.74000,0.060000,K0 V,5312.00,0.84,0.70,0.410,[Fe/H],10.000,1.52053,72.2195000
HD 96063 b,HD 96063,1,1,362.50000000,1.110000,13.700,1.220,403.64410,1.27000,0.170000,G6 V,5020.00,4.75,1.37,-0.300,[Fe/H],9.000,,140.0650000
HD 96127 b,HD 96127,1,1,647.29999000,1.420000,12.100,1.080,6661.71680,20.96000,0.300000,K2 III,3943.00,51.10,10.94,-0.240,[Fe/H],4.067,,587.6590000
HD 96167 b,HD 96167,2,1,498.04000000,1.332000,14.000,1.250,227.88411,0.71700,0.685000,G5,5733.00,1.94,1.27,0.340,[Fe/H],4.850,0.19703,85.3006000
HD 96992 b,HD 96992,1,1,514.00000000,1.240000,13.700,1.220,362.32620,1.14000,0.410000,K0,4725.00,7.43,0.96,-0.450,[Fe/H],,,396.0820000
HD 97048 b,HD 97048,1,1,,130.000000,13.300,1.180,794.57500,2.50000,,Be9.5/AO,10000.00,2.25,2.40,,,0.003,0.30250,183.8570000
HD 97658 b,HD 97658,1,1,9.49090000,0.079600,2.354,0.210,8.88263,0.02795,0.060000,K1,5175.00,0.74,0.89,-0.300,[Fe/H],6.000,3.06000,21.5618000
HD 98219 b,HD 98219,1,1,433.80000000,1.260000,13.400,1.200,624.21812,1.96400,0.079000,K0 III/IV,4925.00,4.60,1.41,-0.020,[Fe/H],4.000,,113.7040000
HD 98649 b,HD 98649,1,1,6022.97250000,6.570000,12.700,1.130,2158.06570,6.79000,0.860000,G3/G5 V,5790.00,1.01,1.03,0.050,[Fe/H],2.420,1.37018,42.1727000
HD 98736 b,HD 98736,2,1,968.80000000,1.864000,13.300,1.190,740.54390,2.33000,0.226000,G5,5271.00,0.93,0.92,0.360,[Fe/H],7.390,1.64899,32.4459000
HD 99109 b,HD 99109,1,1,439.29999000,1.110000,14.300,1.280,139.84520,0.44000,0.090000,G8/K0 IV,5282.00,0.98,0.76,0.350,[Fe/H],1.000,1.31503,54.7901000
HD 99492 b,HD 99492,2,1,17.04310000,0.120000,5.020,0.448,22.24810,0.07000,0.250000,K2 V,4815.00,0.83,0.48,0.240,[Fe/H],4.800,2.83673,18.2038000
HD 99706 b,HD 99706,1,2,841.00000000,1.980000,13.700,1.220,390.93090,1.23000,0.250000,K0,4862.00,5.52,1.46,0.140,[Fe/H],2.100,,146.6000000
HD 99706 c,HD 99706,1,2,1278.00000000,,12.800,1.140,1808.45270,5.69000,0.411000,K0,4862.00,5.40,1.72,0.020,[Fe/H],2.100,,146.6000000
HIP 105854 b,HIP 105854,1,1,184.20000000,0.810000,12.600,1.120,2606.10000,8.20000,0.020000,K2 III,4780.00,10.31,2.10,0.310,[Fe/H],,,78.6381000
HIP 107772 b,HIP 107772,1,1,55.19900000,0.243000,3.640,0.325,12.90000,0.04059,0.180000,M0 V,4006.00,0.51,0.63,,,,4.94910,23.6434000
HIP 107773 b,HIP 107773,1,1,144.30000000,0.720000,13.400,1.190,629.30340,1.98000,0.090000,K1 III,4945.00,11.60,2.42,0.030,[Fe/H],,,105.1800000
HIP 109384 b,HIP 109384,1,1,499.48000000,1.134000,13.500,1.210,495.81480,1.56000,0.549000,G5,5180.00,0.83,0.78,-0.260,[Fe/H],,2.23381,58.9582000
HIP 109600 b,HIP 109600,2,1,232.08000000,0.706000,13.200,1.180,851.78440,2.68000,0.163000,G5,5530.00,0.97,0.87,-0.120,[Fe/H],,1.45440,66.3361000
HIP 116454 b,HIP 116454,2,1,9.12050000,0.090600,2.466,0.220,12.71320,0.04000,0.200000,K1,5089.00,0.72,0.81,-0.160,[Fe/H],2.000,3.00000,62.4491000
HIP 12961 b,HIP 12961,1,1,57.43500000,0.250000,13.200,1.180,114.41880,0.36000,0.170000,M0,3901.00,0.65,0.69,-0.140,[Fe/H],,3.02935,23.3710000
HIP 14810 b,HIP 14810,1,3,6.67389200,0.069600,13.000,1.160,1239.53700,3.90000,0.143990,G5,5544.00,1.07,1.01,0.240,[Fe/H],5.840,1.27778,50.4800000
HIP 14810 c,HIP 14810,1,3,147.74700000,0.549000,13.600,1.220,416.35730,1.31000,0.156600,G5,5544.00,1.07,1.01,0.240,[Fe/H],5.840,1.27778,50.4800000
HIP 14810 d,HIP 14810,1,3,981.80000000,1.940000,14.100,1.260,187.51970,0.59000,0.185000,G5,5544.00,1.07,1.01,0.240,[Fe/H],5.840,1.27778,50.4800000
HIP 35173 b,HIP 35173,1,1,41.51600000,0.217000,3.610,0.322,12.70000,0.03996,0.160000,K2 V,4881.00,0.77,0.79,,,,2.11071,33.1562000
HIP 38594 b,HIP 38594,1,2,60.72200000,0.256000,2.770,0.247,8.10000,0.02549,0.170000,M0,4086.30,0.63,0.61,,,,3.49087,17.7886000
HIP 38594 c,HIP 38594,1,2,3477.76800000,3.805000,7.940,0.708,48.40000,0.15228,0.160000,M0,4086.30,0.63,0.61,,,,3.49087,17.7886000
HIP 41378 b,HIP 41378,1,5,15.57209800,,2.900,0.259,8.75000,0.02750,,F6,6226.00,1.34,1.17,-0.110,[Fe/H],4.279,0.68000,106.2890000
HIP 41378 c,HIP 41378,1,5,31.70648000,,2.560,0.228,7.08000,0.02230,,F6,6226.00,1.34,1.17,-0.110,[Fe/H],4.279,0.68000,106.2890000
HIP 41378 d,HIP 41378,1,5,1114.00000000,,3.960,0.353,14.90000,0.04670,,F6,6226.00,1.34,1.17,-0.110,[M/H],4.279,0.68000,106.2890000
HIP 41378 e,HIP 41378,1,5,131.00000000,,5.510,0.492,26.00000,0.08190,,F6,6226.00,1.34,1.17,-0.110,[Fe/H],4.279,0.68000,106.2890000
HIP 41378 f,HIP 41378,1,5,1084.00000000,,10.200,0.910,74.00000,0.23300,,F6,6226.00,1.34,1.17,-0.110,[M/H],4.279,0.68000,106.2890000
HIP 4845 b,HIP 4845,1,1,34.15000000,0.176000,3.890,0.347,14.40000,0.04531,0.250000,K7V,4010.00,0.60,0.62,,,,3.27404,21.0974000
HIP 48714 b,HIP 48714,1,1,17.81800000,0.112000,5.110,0.456,22.90000,0.07205,0.500000,M0.5 Ve,4015.50,0.60,0.58,,,,3.90213,10.5298000
HIP 5158 b,HIP 5158,1,2,345.72000000,0.890000,13.600,1.210,451.00000,1.42000,0.520000,,4962.00,0.75,0.78,0.100,[Fe/H],6.000,2.56445,51.6026000
HIP 5158 c,HIP 5158,1,2,9017.76000000,7.700000,12.200,1.090,4780.16320,15.04000,0.140000,,4813.00,0.75,0.78,0.170,[M/H],6.000,2.56445,51.6026000
HIP 54373 b,HIP 54373,1,2,7.76000000,0.063000,2.870,0.256,8.62000,0.02712,0.200000,K5 V,4021.00,0.56,0.57,,,,4.36601,18.7168000
HIP 54373 c,HIP 54373,1,2,15.14400000,0.099000,3.570,0.318,12.44000,0.03914,0.200000,K5 V,4021.00,0.56,0.57,,,,4.36601,18.7168000
HIP 57274 b,HIP 57274,1,3,8.13520000,0.070000,2.400,0.214,6.35660,0.02000,0.190000,K4 V,4510.00,0.78,0.29,0.010,[Fe/H],7.870,1.96681,25.8618000
HIP 57274 c,HIP 57274,1,3,32.03000000,0.178000,14.200,1.270,130.00000,0.40902,0.050000,K4 V,4640.00,0.68,0.73,0.090,[Fe/H],7.870,1.96681,25.8618000
HIP 57274 d,HIP 57274,1,3,431.70000000,1.010000,14.200,1.270,167.40000,0.52670,0.270000,K4 V,4640.00,0.68,0.73,0.090,[Fe/H],7.870,1.96681,25.8618000
HIP 63242 b,HIP 63242,1,1,124.60000000,0.565000,12.500,1.120,2917.56000,9.18000,0.230000,G8,4830.00,10.28,1.54,-0.310,[Fe/H],,,156.4560000
HIP 65 A b,HIP 65 A,2,1,0.98097340,0.017820,22.754,2.030,1021.18779,3.21300,0.000000,K4 V,4590.00,0.72,0.78,0.180,[Fe/H],4.100,2.89800,61.7856000
HIP 65407 b,HIP 65407,1,2,28.12500000,0.177000,14.300,1.280,136.03124,0.42800,0.140000,K0,5460.00,0.95,0.93,0.250,[Fe/H],,1.57198,61.7804000
HIP 65407 c,HIP 65407,1,2,67.30000000,0.316000,13.900,1.240,249.17872,0.78400,0.120000,K0,5460.00,0.95,0.93,0.250,[Fe/H],,1.57198,61.7804000
HIP 65426 b,HIP 65426,1,1,,92.000000,16.814,1.500,2860.47000,9.00000,,A2 V,8840.00,1.77,1.96,,,0.014,0.62073,108.8750000
HIP 65891 b,HIP 65891,1,1,1084.50000000,2.810000,12.800,1.140,1906.98000,6.00000,0.130000,K0 III,5000.00,8.93,2.50,0.160,[Fe/H],,,150.2920000
HIP 67522 b,HIP 67522,1,1,6.95950300,,10.070,0.898,72.40000,0.22800,0.059000,G1 V,5675.00,1.38,1.22,0.000,,0.017,0.65000,127.2800000
HIP 67537 b,HIP 67537,1,1,2556.50000000,4.910000,12.400,1.110,3527.91300,11.10000,0.590000,K1 III,4985.00,8.69,2.41,0.150,[Fe/H],,,116.0460000
HIP 67851 b,HIP 67851,1,2,88.90000000,0.460000,13.600,1.210,438.60540,1.38000,0.050000,K0 III,4890.00,5.92,1.63,0.000,[Fe/H],,,64.1181000
HIP 67851 c,HIP 67851,1,2,2131.80000000,3.820000,12.700,1.140,2002.20000,6.30000,0.170000,K0 III,4890.00,5.92,1.63,0.000,[Fe/H],,,64.1181000
HIP 70849 b,HIP 70849,2,1,17337.50000000,20.250000,12.500,1.120,2860.00000,9.00000,0.715000,K7 V,4105.00,0.63,0.63,,,3.000,3.41279,24.0572000
HIP 71135 b,HIP 71135,1,1,87.19000000,0.335000,4.550,0.406,18.80000,0.05915,0.210000,M1,4146.00,0.68,0.66,,,,2.52341,32.3311000
HIP 74890 b,HIP 74890,1,1,822.30000000,2.100000,13.300,1.180,762.79200,2.40000,0.070000,K1 III,4850.00,5.77,1.74,0.200,[Fe/H],,,78.6562000
HIP 78530 b,HIP 78530,1,1,,740.000000,12.000,1.070,7300.00000,23.00000,,B9 V,10500.00,2.11,2.50,-0.500,[Fe/H],0.005,0.32956,136.7590000
HIP 79098 AB b,HIP 79098 AB,2,1,,345.000000,12.100,1.080,6515.51500,20.50000,,B9 V,9193.75,,3.75,,,0.010,,145.7980000
HIP 79431 b,HIP 79431,1,1,111.70000000,0.360000,13.400,1.190,667.41500,2.10000,0.290000,M3 V,3420.00,0.48,0.48,,,,6.12742,14.5324000
HIP 8541 b,HIP 8541,2,1,1560.20000000,2.800000,12.800,1.140,1748.06500,5.50000,0.160000,K2 III/IV,4670.00,7.83,1.17,-0.150,[Fe/H],,,155.1210000
HIP 91258 b,HIP 91258,1,1,5.05050000,0.060000,13.700,1.230,346.43470,1.09000,0.020000,G5 V,5519.00,0.89,0.97,0.230,[Fe/H],2.400,1.91925,45.8846000
HIP 97233 b,HIP 97233,1,1,1058.80000000,2.550000,12.100,1.080,6356.30000,20.00000,0.610000,K0,5020.00,5.34,1.93,0.290,[Fe/H],,,102.2750000
HN Peg b,HN Peg,1,1,,773.000000,11.777,1.051,6991.57000,21.99870,,G0V,5927.14,1.01,1.08,-0.036,[M/H],3.100,1.47538,18.1186000
HR 2562 b,HR 2562,1,1,,20.300000,12.442,1.110,9534.90000,30.00000,,F5 V,6785.00,1.47,1.30,0.020,[M/H],0.600,0.70259,34.0071000
HR 5183 b,HR 5183,2,1,27000.00000000,18.000000,13.100,1.170,1026.59090,3.23000,0.840000,G0 V,5794.00,1.53,1.07,0.100,[Fe/H],7.700,0.43147,31.4607000
HR 810 b,HR 810,1,1,302.79999000,0.920000,13.300,1.190,721.47410,2.27000,0.140000,G0V,6167.00,1.13,1.34,0.160,[Fe/H],2.720,1.05010,17.3181000
