pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
Kepler-1182 b,Kepler-1182,0,1,1,11.17397251,,,,,,5847.00,1.31,1.06,,,4.23,15.3453000
Kepler-1182 b,Kepler-1182,0,1,1,,,,,,,5924.00,1.31,,,,,15.3453000
Kepler-1182 b,Kepler-1182,0,1,1,11.17394617,0.098100,,,0.000000,796,5911.00,0.91,1.01,-0.100,[Fe/H],4.52,15.3453000
Kepler-1183 b,Kepler-1183,0,1,1,28.50572170,,,,,,5494.00,1.48,0.96,,,4.08,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50572170,0.179300,,,0.000000,555,5712.00,0.87,0.94,-0.100,[Fe/H],4.53,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50571890,0.179300,,,0.000000,555,5712.00,0.87,0.94,-0.100,[Fe/H],4.53,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50571890,0.179300,,,0.000000,555,5712.00,0.87,0.94,-0.100,[Fe/H],4.53,15.8301000
Kepler-1183 b,Kepler-1183,1,1,1,28.50571890,,,,,,5765.00,0.99,1.00,0.040,[Fe/H],4.45,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50273000,0.178000,,,0.000000,556,5688.00,0.87,0.93,,,4.52,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50615646,,,,,,5494.00,1.48,0.96,,,4.08,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,,,,,,,5710.00,1.44,,,,,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50597485,,,,,,5494.00,1.48,0.96,,,4.08,15.8301000
Kepler-1183 b,Kepler-1183,0,1,1,28.50571890,0.179300,,,0.000000,555,5712.00,0.87,0.94,-0.100,[Fe/H],4.53,15.8301000
Kepler-1184 b,Kepler-1184,0,1,1,53.59914590,,,,,,5922.00,1.02,1.08,,,4.45,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59914590,0.286300,,,0.000000,529,6319.00,1.03,1.08,-0.220,[Fe/H],4.45,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59910440,0.286300,,,0.000000,529,6319.00,1.03,1.08,-0.220,[Fe/H],4.45,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59910440,0.286300,,,0.000000,529,6319.00,1.03,1.08,-0.220,[Fe/H],4.45,14.9314000
Kepler-1184 b,Kepler-1184,1,1,1,53.59910440,,,,,,5983.00,1.07,1.05,-0.040,[Fe/H],4.41,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59923000,0.291000,,,0.000000,536,6322.00,1.08,1.14,,,4.43,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59889507,,,,,,5922.00,1.02,1.08,,,4.45,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,,,,,,,6319.00,1.02,,,,,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59887191,,,,,,5922.00,1.02,1.08,,,4.45,14.9314000
Kepler-1184 b,Kepler-1184,0,1,1,53.59910440,0.286300,,,0.000000,529,6319.00,1.03,1.08,-0.220,[Fe/H],4.45,14.9314000
Kepler-1185 b,Kepler-1185,0,1,1,104.35196240,,,,,,5867.00,1.34,1.06,,,4.21,12.5524000
Kepler-1185 b,Kepler-1185,0,1,1,104.35196240,0.429700,,,0.000000,355,5650.00,0.87,0.97,0.020,[Fe/H],4.55,12.5524000
Kepler-1185 b,Kepler-1185,0,1,1,104.35189760,0.442500,,,0.000000,371,5754.00,0.94,1.06,0.210,[Fe/H],4.51,12.5524000
Kepler-1185 b,Kepler-1185,1,1,1,104.35189760,,,,,,5622.00,0.87,0.96,-0.040,[Fe/H],4.54,12.5524000
Kepler-1185 b,Kepler-1185,0,1,1,104.35081953,,,,,,5867.00,1.34,1.06,,,4.21,12.5524000
Kepler-1185 b,Kepler-1185,0,1,1,,,,,,,5657.00,1.37,,,,,12.5524000
Kepler-1185 b,Kepler-1185,0,1,1,104.35189760,0.442500,,,0.000000,371,5754.00,0.94,1.06,0.210,[Fe/H],4.51,12.5524000
Kepler-1186 b,Kepler-1186,0,1,1,16.07673148,,,,,,5466.11,1.20,0.96,0.112,[M/H],4.26,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07673148,0.128100,,,0.000000,724,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07677615,0.128100,,,0.000000,723,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07677615,0.128100,,,0.000000,723,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.2673000
Kepler-1186 b,Kepler-1186,1,1,1,16.07677615,,,,,,5635.00,0.93,0.95,0.000,[Fe/H],4.49,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07677000,0.125000,,,0.000000,703,5916.00,0.91,1.01,,,4.53,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,,,,,,,5975.00,1.11,,,,,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07671404,,,,,,5466.11,1.20,0.96,0.112,[M/H],4.26,15.2673000
Kepler-1186 b,Kepler-1186,0,1,1,16.07677615,0.128100,,,0.000000,723,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.2673000
Kepler-1187 b,Kepler-1187,0,1,1,18.87058705,,,,,,5882.00,1.13,1.07,,,4.36,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87058705,0.140100,,,0.000000,701,6103.00,0.95,1.03,-0.200,[Fe/H],4.50,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87064068,0.140100,,,0.000000,701,6103.00,0.95,1.03,-0.200,[Fe/H],4.50,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87064068,0.140100,,,0.000000,701,6103.00,0.95,1.03,-0.200,[Fe/H],4.50,14.5664000
Kepler-1187 b,Kepler-1187,1,1,1,18.87064068,,,,,,5975.00,1.09,1.06,-0.010,[Fe/H],4.39,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87061000,0.142000,,,0.000000,707,6106.00,0.98,1.07,,,4.49,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87060067,,,,,,5882.00,1.13,1.07,,,4.36,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,,,,,,,6105.00,1.07,,,,,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87060702,,,,,,5882.00,1.13,1.07,,,4.36,14.5664000
Kepler-1187 b,Kepler-1187,0,1,1,18.87064068,0.140100,,,0.000000,701,6103.00,0.95,1.03,-0.200,[Fe/H],4.50,14.5664000
Kepler-1188 b,Kepler-1188,0,1,1,17.13694080,0.135000,,,0.000000,775,6218.00,1.08,1.11,-0.040,[Fe/H],4.42,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13695430,0.134400,,,0.000000,781,6217.00,1.09,1.10,-0.040,[Fe/H],4.41,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13695430,0.134400,,,0.000000,781,6217.00,1.09,1.10,-0.040,[Fe/H],4.41,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13695430,0.134400,,,0.000000,781,6217.00,1.09,1.10,-0.040,[Fe/H],4.41,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13694080,,,,,,5908.00,1.51,1.07,,,4.11,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13661273,,,,,,5908.00,1.51,1.07,,,4.11,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,,,,,,,6222.00,1.50,,,,,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13689021,,,,,,5908.00,1.51,1.07,,,4.11,14.9676000
Kepler-1188 b,Kepler-1188,1,1,1,17.13695430,,,,,,5913.00,1.06,1.04,0.000,[Fe/H],4.40,14.9676000
Kepler-1188 b,Kepler-1188,0,1,1,17.13756000,0.134000,,,0.000000,765,6195.00,1.05,1.09,,,4.43,14.9676000
Kepler-1189 b,Kepler-1189,0,1,1,3.78861833,,,,,,5572.03,1.12,0.98,0.364,[M/H],4.33,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78861833,0.046700,,,0.000000,1158,5560.00,1.04,0.94,0.160,[Fe/H],4.38,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78858982,0.049000,,,0.000000,1276,5919.00,1.17,1.09,0.180,[Fe/H],4.34,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78858982,0.049000,,,0.000000,1276,5919.00,1.17,1.09,0.180,[Fe/H],4.34,14.2490000
Kepler-1189 b,Kepler-1189,1,1,1,3.78858982,,,,,,6012.00,1.16,1.11,0.080,[Fe/H],4.36,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78875300,0.047000,,,0.000000,1242,5817.00,1.10,0.94,,,4.33,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78859972,,,,,,5572.03,1.12,0.98,0.364,[M/H],4.33,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,,,,,,,5559.00,1.07,,,,,14.2490000
Kepler-1189 b,Kepler-1189,0,1,1,3.78858982,0.049000,,,0.000000,1276,5919.00,1.17,1.09,0.180,[Fe/H],4.34,14.2490000
Kepler-119 b,Kepler-119,0,1,2,2.42208445,0.034300,,,0.000000,1214,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208419,0.034400,,,0.000000,1213,5598.00,0.83,0.93,-0.100,[Fe/H],4.57,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208419,,,,,,5586.00,1.02,0.99,,,4.41,14.2004000
Kepler-119 b,Kepler-119,1,1,2,2.42208200,0.035000,,,,,5595.00,0.84,,,,4.57,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208445,,,,,,5825.00,1.03,1.01,0.010,[Fe/H],4.42,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42207960,0.034000,,,0.000000,1201,5570.00,0.81,0.92,,,4.58,14.2004000
Kepler-119 b,Kepler-119,0,1,2,,,,,,,5595.00,1.00,,,,,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208359,,,,,,5586.00,1.02,0.99,,,4.41,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208445,0.034300,,,0.000000,1214,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208445,0.034300,,,0.000000,1214,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 b,Kepler-119,0,1,2,2.42208458,,,,,,5586.00,1.02,0.99,,,4.41,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12512093,,,,,,5825.00,1.03,1.01,0.010,[Fe/H],4.42,14.2004000
Kepler-119 c,Kepler-119,0,1,2,,,,,,,5595.00,1.00,,,,,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12502000,0.049000,,,0.000000,1000,5570.00,0.81,0.92,,,4.58,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12512093,0.048900,,,0.000000,1017,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12512093,0.048900,,,0.000000,1017,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12512093,0.048900,,,0.000000,1017,5588.00,0.83,0.91,-0.100,[Fe/H],4.56,14.2004000
Kepler-119 c,Kepler-119,1,1,2,4.12510300,0.049000,,,,,5595.00,0.84,,,,4.57,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12511935,,,,,,5586.00,1.02,0.99,,,4.41,14.2004000
Kepler-119 c,Kepler-119,0,1,2,4.12511935,0.049000,,,0.000000,1016,5598.00,0.83,0.93,-0.100,[Fe/H],4.57,14.2004000
Kepler-1190 b,Kepler-1190,0,1,1,10.45839865,,,,,,4521.62,0.71,0.71,-0.264,[M/H],4.59,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45839865,0.084500,,,0.000000,609,4641.00,0.75,0.73,0.160,[Fe/H],4.56,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45843441,0.082300,,,0.000000,601,4702.00,0.69,0.68,-0.180,[Fe/H],4.59,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45843441,0.082300,,,0.000000,601,4702.00,0.69,0.68,-0.180,[Fe/H],4.59,14.4940000
Kepler-1190 b,Kepler-1190,1,1,1,10.45843441,,,,,,4730.00,0.72,0.76,-0.020,[Fe/H],4.62,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45854000,0.082000,,,0.000000,581,4698.00,0.65,0.67,,,4.64,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45847283,,,,,,4521.62,0.71,0.71,-0.264,[M/H],4.59,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,,,,,,,4625.00,0.65,,,,,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45844730,,,,,,4521.62,0.71,0.71,-0.264,[M/H],4.59,14.4940000
Kepler-1190 b,Kepler-1190,0,1,1,10.45843441,0.082300,,,0.000000,601,4702.00,0.69,0.68,-0.180,[Fe/H],4.59,14.4940000
Kepler-1191 b,Kepler-1191,0,1,1,5.60014851,0.059700,,,0.000000,893,5477.00,0.81,0.91,-0.060,[Fe/H],4.57,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.59979000,0.059000,,,0.000000,869,5432.00,0.78,0.88,,,4.60,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.60019120,,,,,,5336.00,0.90,0.92,,,4.49,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,,,,,,,5276.00,0.91,,,,,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.60014851,0.059700,,,0.000000,893,5477.00,0.81,0.91,-0.060,[Fe/H],4.57,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.60013327,,,,,,5336.00,0.90,0.92,,,4.49,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.60013327,0.058700,,,0.000000,952,5288.00,0.98,0.86,0.180,[Fe/H],4.39,15.3125000
Kepler-1191 b,Kepler-1191,0,1,1,5.60014851,0.059700,,,0.000000,893,5477.00,0.81,0.91,-0.060,[Fe/H],4.57,15.3125000
Kepler-1191 b,Kepler-1191,1,1,1,5.60014851,,,,,,5308.00,0.81,0.85,-0.080,[Fe/H],4.56,15.3125000
Kepler-1192 b,Kepler-1192,0,1,1,25.20341280,,,,,,5511.00,0.95,0.97,,,4.47,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20341280,0.169300,,,0.000000,600,5831.00,0.92,1.02,0.000,[Fe/H],4.52,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20347870,0.169300,,,0.000000,600,5831.00,0.92,1.02,0.000,[Fe/H],4.52,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20347870,0.169300,,,0.000000,600,5831.00,0.92,1.02,0.000,[Fe/H],4.52,15.6807000
Kepler-1192 b,Kepler-1192,1,1,1,25.20347870,,,,,,5438.00,0.83,0.86,-0.160,[Fe/H],4.55,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20330000,0.167000,,,0.000000,583,5796.00,0.87,0.98,,,4.55,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20335612,,,,,,5511.00,0.95,0.97,,,4.47,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,,,,,,,5837.00,0.98,,,,,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20299395,,,,,,5511.00,0.95,0.97,,,4.47,15.6807000
Kepler-1192 b,Kepler-1192,0,1,1,25.20347870,0.169300,,,0.000000,600,5831.00,0.92,1.02,0.000,[Fe/H],4.52,15.6807000
Kepler-1193 b,Kepler-1193,0,1,1,2.83264725,,,,,,5856.28,1.45,1.06,0.059,[M/H],4.14,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83264725,0.040300,,,0.000000,1453,5865.00,1.27,1.09,0.160,[Fe/H],4.27,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83265213,0.039700,,,0.000000,1375,6072.00,1.05,1.03,-0.080,[Fe/H],4.41,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83265213,0.039700,,,0.000000,1375,6072.00,1.05,1.03,-0.080,[Fe/H],4.41,13.4208000
Kepler-1193 b,Kepler-1193,1,1,1,2.83265213,,,,,,5908.00,1.21,1.08,0.120,[Fe/H],4.31,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83261700,0.040000,,,0.000000,1362,6050.00,1.04,1.03,,,4.41,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83265690,,,,,,5856.28,1.45,1.06,0.059,[M/H],4.14,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,,,,,,,5851.00,1.41,,,,,13.4208000
Kepler-1193 b,Kepler-1193,0,1,1,2.83265213,0.039700,,,0.000000,1375,6072.00,1.05,1.03,-0.080,[Fe/H],4.41,13.4208000
Kepler-1194 b,Kepler-1194,0,1,1,16.22378479,,,,,,5461.94,,,0.012,[M/H],,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22378479,0.121200,,,0.000000,676,5547.00,0.93,0.90,0.000,[Fe/H],4.46,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22371307,0.121000,,,0.000000,783,5851.00,1.11,0.90,-0.260,[Fe/H],4.30,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22371307,0.121000,,,0.000000,783,5851.00,1.11,0.90,-0.260,[Fe/H],4.30,14.1034000
Kepler-1194 b,Kepler-1194,1,1,1,16.22371307,,,,,,5590.00,0.92,0.94,0.000,[Fe/H],4.49,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22391000,0.124000,,,0.000000,786,5862.00,1.15,0.96,,,4.30,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22371541,,,,,,5461.94,,,0.012,[M/H],,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22357095,,,,,,5461.94,,,0.012,[M/H],,14.1034000
Kepler-1194 b,Kepler-1194,0,1,1,16.22371307,0.121000,,,0.000000,783,5851.00,1.11,0.90,-0.260,[Fe/H],4.30,14.1034000
Kepler-1195 b,Kepler-1195,0,1,1,8.49640437,,,,,,5043.00,0.78,0.84,,,4.57,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49640437,0.072600,,,0.000000,702,5093.00,0.71,0.71,-0.380,[Fe/H],4.59,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49642241,0.072600,,,0.000000,702,5093.00,0.71,0.71,-0.380,[Fe/H],4.59,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49642241,0.072600,,,0.000000,702,5093.00,0.71,0.71,-0.380,[Fe/H],4.59,15.9123000
Kepler-1195 b,Kepler-1195,1,1,1,8.49642241,,,,,,4965.00,0.71,0.74,-0.250,[Fe/H],4.61,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49644900,0.075000,,,0.000000,715,5132.00,0.75,0.77,,,4.58,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49640674,,,,,,5043.00,0.78,0.84,,,4.57,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,,,,,,,5093.00,0.83,,,,,15.9123000
Kepler-1195 b,Kepler-1195,0,1,1,8.49642241,0.072600,,,0.000000,702,5093.00,0.71,0.71,-0.380,[Fe/H],4.59,15.9123000
Kepler-1196 b,Kepler-1196,0,1,1,66.18436460,,,,,,5720.00,0.96,1.02,,,4.48,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18436460,0.317900,,,0.000000,436,5640.00,0.98,0.98,0.140,[Fe/H],4.45,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18490310,0.314600,,,0.000000,431,5893.00,0.87,0.95,-0.260,[Fe/H],4.54,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18490310,0.314600,,,0.000000,431,5893.00,0.87,0.95,-0.260,[Fe/H],4.54,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18490310,0.314600,,,0.000000,431,5893.00,0.87,0.95,-0.260,[Fe/H],4.54,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18320000,0.321000,,,0.000000,437,5900.00,0.90,1.00,,,4.53,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18419894,,,,,,5720.00,0.96,1.02,,,4.48,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,,,,,,,5642.00,0.96,,,,,14.8324000
Kepler-1196 b,Kepler-1196,0,1,1,66.18404616,,,,,,5720.00,0.96,1.02,,,4.48,14.8324000
Kepler-1196 b,Kepler-1196,1,1,1,66.18490310,,,,,,5756.00,0.97,0.98,0.000,[Fe/H],4.46,14.8324000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231845,0.027100,,,0.000000,975,4555.00,0.64,0.65,-0.300,[Fe/H],4.64,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231845,0.027100,,,0.000000,975,4555.00,0.64,0.65,-0.300,[Fe/H],4.64,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231886,0.028300,,,0.000000,1011,4670.00,0.68,0.76,0.060,[Fe/H],4.63,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231886,,,,,,4552.00,0.75,0.72,,,4.55,15.1132000
Kepler-1197 b,Kepler-1197,1,1,1,2.03231845,,,,,,4708.00,0.72,0.78,0.060,[Fe/H],4.62,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231700,0.027000,,,0.000000,998,4661.00,0.64,0.66,,,4.65,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231603,,,,,,4552.00,0.75,0.72,,,4.55,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,,,,,,,4762.00,0.68,,,,,15.1132000
Kepler-1197 b,Kepler-1197,0,1,1,2.03231845,0.027100,,,0.000000,975,4555.00,0.64,0.65,-0.300,[Fe/H],4.64,15.1132000
Kepler-1198 b,Kepler-1198,0,1,1,7.68477160,0.076600,,,0.000000,941,5725.00,1.06,1.01,0.180,[Fe/H],4.39,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68477160,0.076600,,,0.000000,941,5725.00,1.06,1.01,0.180,[Fe/H],4.39,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68478504,0.073200,,,0.000000,830,5344.00,0.91,0.88,0.140,[Fe/H],4.47,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68478504,,,,,,5396.00,0.88,0.94,,,4.53,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68477160,0.076600,,,0.000000,941,5725.00,1.06,1.01,0.180,[Fe/H],4.39,14.7693000
Kepler-1198 b,Kepler-1198,1,1,1,7.68477160,,,,,,5517.00,0.90,0.93,0.030,[Fe/H],4.50,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,,,,,,,5346.00,0.89,,,,,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68477502,,,,,,5396.00,0.88,0.94,,,4.53,14.7693000
Kepler-1198 b,Kepler-1198,0,1,1,7.68493000,0.073000,,,0.000000,906,5620.00,0.97,0.88,,,4.40,14.7693000
Kepler-1199 b,Kepler-1199,0,1,1,15.04470980,,,,,,5801.76,,,-0.452,[M/H],,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04470980,0.115200,,,0.000000,931,5798.00,1.52,0.90,-0.400,[Fe/H],4.03,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04471980,0.115500,,,0.000000,791,5934.00,1.05,0.91,-0.300,[Fe/H],4.35,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04471980,0.115500,,,0.000000,791,5934.00,1.05,0.91,-0.300,[Fe/H],4.35,13.0302000
Kepler-1199 b,Kepler-1199,1,1,1,15.04471980,,,,,,5889.00,1.17,0.94,-0.270,[Fe/H],4.27,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04488567,,,,,,5801.76,,,-0.452,[M/H],,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04463000,0.123000,,,0.000000,858,6170.00,1.22,1.08,,,4.30,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04471980,0.115500,,,0.000000,791,5934.00,1.05,0.91,-0.300,[Fe/H],4.35,13.0302000
Kepler-1199 b,Kepler-1199,0,1,1,15.04477548,,,,,,5801.76,,,-0.452,[M/H],,13.0302000
Kepler-12 b,Kepler-12,0,1,1,4.43796303,,,,,,6007.00,1.33,1.12,0.060,[Fe/H],4.24,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796370,0.055500,136.66690,0.43000,,1485,5947.00,1.49,1.16,0.070,[Fe/H],4.16,13.3596000
Kepler-12 b,Kepler-12,1,1,1,4.43796290,0.055300,137.30256,0.43200,,1480,5947.00,1.48,1.17,0.070,[Fe/H],4.17,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796370,0.055600,136.97900,0.43100,0.010000,,5947.00,1.48,1.17,0.070,[Fe/H],4.17,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796293,,,,,,5967.00,1.57,1.09,0.050,[M/H],4.08,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796293,0.054500,,,0.000000,1338,5953.00,1.42,1.09,0.080,[Fe/H],4.17,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796303,,,,,,5967.00,1.57,1.09,0.050,[M/H],4.08,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796303,0.054500,,,0.000000,1338,5953.00,1.42,1.09,0.080,[Fe/H],4.17,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796303,0.054500,,,0.000000,1338,5953.00,1.42,1.09,0.080,[Fe/H],4.17,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796291,0.056000,,,0.000000,1314,6011.00,1.38,1.17,,,4.23,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796250,,,,,,5967.00,1.57,1.09,0.050,[M/H],4.08,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796370,0.055630,137.62039,0.43300,0.021000,,5950.00,1.48,1.17,0.070,,,13.3596000
Kepler-12 b,Kepler-12,0,1,1,,,,,,,5926.00,1.53,,,,,13.3596000
Kepler-12 b,Kepler-12,0,1,1,4.43796303,0.054500,,,0.000000,1338,5953.00,1.42,1.09,0.080,[Fe/H],4.17,13.3596000
Kepler-120 b,Kepler-120,0,1,2,6.31250373,0.056100,,,0.000000,576,4096.00,0.57,0.59,-0.170,[Fe/H],4.70,14.7188000
Kepler-120 b,Kepler-120,0,1,2,6.31250853,0.056100,,,0.000000,575,4090.00,0.57,0.59,-0.180,[Fe/H],4.70,14.7188000
Kepler-120 b,Kepler-120,1,1,2,6.31250100,0.055000,,,,,4096.00,0.53,,,,4.73,14.7188000
Kepler-120 b,Kepler-120,0,1,2,6.31300000,,8.50000,0.02700,,,,0.57,0.59,,,,14.7188000
Kepler-120 b,Kepler-120,0,1,2,6.31238222,0.056110,,,,576,4096.00,0.57,0.59,-0.170,[M/H],,14.7188000
Kepler-120 b,Kepler-120,0,1,2,6.31250373,,,,,,4641.00,0.68,0.72,-0.120,[Fe/H],4.63,14.7188000
